"site","year","TRT","class","count","clickr","site_year","tier1","tier2","tier3"
"123","1809","XSP","Corallimorph",1,"CA","123_1809","noncalcifying","Corallimorph","Corallimorph"
"125","1809","CON","Corallimorph",2,"CA","125_1809","noncalcifying","Corallimorph","Corallimorph"
"127","1809","BYSP","Corallimorph",3,"CA","127_1809","noncalcifying","Corallimorph","Corallimorph"
"129","1809","REM","Corallimorph",1,"CA","129_1809","noncalcifying","Corallimorph","Corallimorph"
"107","1409","XSP","Cyano",1,"CA","107_1409","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1510","REM","Cyano",1,"CA","129_1510","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1609","REM","Cyano",1,"CA","101_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1809","BYSP","Cyano",1,"CA","105_1809","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1408","REM","Sediment",1,"CA","101_1408","nonbiological","nonbiological","nonbiological"
"105","1408","BYSP","Sediment",18,"CA","105_1408","nonbiological","nonbiological","nonbiological"
"111","1408","REM","Sediment",4,"CA","111_1408","nonbiological","nonbiological","nonbiological"
"113","1408","XSP","Sediment",1,"CA","113_1408","nonbiological","nonbiological","nonbiological"
"115","1408","BYSP","Sediment",4,"CA","115_1408","nonbiological","nonbiological","nonbiological"
"117","1408","RAN","Sediment",4,"CA","117_1408","nonbiological","nonbiological","nonbiological"
"123","1408","XSP","Sediment",11,"CA","123_1408","nonbiological","nonbiological","nonbiological"
"127","1408","BYSP","Sediment",7,"CA","127_1408","nonbiological","nonbiological","nonbiological"
"129","1408","REM","Sediment",4,"CA","129_1408","nonbiological","nonbiological","nonbiological"
"123","1409","XSP","Sediment",3,"CA","123_1409","nonbiological","nonbiological","nonbiological"
"101","1509","REM","Sediment",3,"CA","101_1509","nonbiological","nonbiological","nonbiological"
"103","1509","RAN","Sediment",2,"CA","103_1509","nonbiological","nonbiological","nonbiological"
"105","1509","BYSP","Sediment",11,"CA","105_1509","nonbiological","nonbiological","nonbiological"
"109","1509","RAN","Sediment",1,"CA","109_1509","nonbiological","nonbiological","nonbiological"
"117","1509","RAN","Sediment",1,"CA","117_1509","nonbiological","nonbiological","nonbiological"
"119","1509","CON","Sediment",9,"CA","119_1509","nonbiological","nonbiological","nonbiological"
"121","1509","CON","Sediment",3,"CA","121_1509","nonbiological","nonbiological","nonbiological"
"123","1509","XSP","Sediment",8,"CA","123_1509","nonbiological","nonbiological","nonbiological"
"129","1509","REM","Sediment",1,"CA","129_1509","nonbiological","nonbiological","nonbiological"
"103","1510","RAN","Sediment",4,"CA","103_1510","nonbiological","nonbiological","nonbiological"
"105","1510","BYSP","Sediment",14,"CA","105_1510","nonbiological","nonbiological","nonbiological"
"107","1510","XSP","Sediment",3,"CA","107_1510","nonbiological","nonbiological","nonbiological"
"109","1510","RAN","Sediment",1,"CA","109_1510","nonbiological","nonbiological","nonbiological"
"113","1510","XSP","Sediment",1,"CA","113_1510","nonbiological","nonbiological","nonbiological"
"115","1510","BYSP","Sediment",5,"CA","115_1510","nonbiological","nonbiological","nonbiological"
"117","1510","RAN","Sediment",1,"CA","117_1510","nonbiological","nonbiological","nonbiological"
"119","1510","CON","Sediment",9,"CA","119_1510","nonbiological","nonbiological","nonbiological"
"121","1510","CON","Sediment",3,"CA","121_1510","nonbiological","nonbiological","nonbiological"
"123","1510","XSP","Sediment",3,"CA","123_1510","nonbiological","nonbiological","nonbiological"
"129","1510","REM","Sediment",1,"CA","129_1510","nonbiological","nonbiological","nonbiological"
"101","1606","REM","Sediment",3,"CA","101_1606","nonbiological","nonbiological","nonbiological"
"103","1606","RAN","Sediment",5,"CA","103_1606","nonbiological","nonbiological","nonbiological"
"105","1606","BYSP","Sediment",9,"CA","105_1606","nonbiological","nonbiological","nonbiological"
"113","1606","XSP","Sediment",3,"CA","113_1606","nonbiological","nonbiological","nonbiological"
"119","1606","CON","Sediment",6,"CA","119_1606","nonbiological","nonbiological","nonbiological"
"121","1606","CON","Sediment",2,"CA","121_1606","nonbiological","nonbiological","nonbiological"
"123","1606","XSP","Sediment",5,"CA","123_1606","nonbiological","nonbiological","nonbiological"
"127","1606","BYSP","Sediment",1,"CA","127_1606","nonbiological","nonbiological","nonbiological"
"101","1609","REM","Sediment",1,"CA","101_1609","nonbiological","nonbiological","nonbiological"
"109","1609","RAN","Sediment",1,"CA","109_1609","nonbiological","nonbiological","nonbiological"
"117","1609","RAN","Sediment",2,"CA","117_1609","nonbiological","nonbiological","nonbiological"
"119","1609","CON","Sediment",1,"CA","119_1609","nonbiological","nonbiological","nonbiological"
"121","1609","CON","Sediment",1,"CA","121_1609","nonbiological","nonbiological","nonbiological"
"123","1609","XSP","Sediment",3,"CA","123_1609","nonbiological","nonbiological","nonbiological"
"103","1709","RAN","Sediment",2,"CA","103_1709","nonbiological","nonbiological","nonbiological"
"105","1709","BYSP","Sediment",3,"CA","105_1709","nonbiological","nonbiological","nonbiological"
"107","1709","XSP","Sediment",1,"CA","107_1709","nonbiological","nonbiological","nonbiological"
"109","1709","RAN","Sediment",4,"CA","109_1709","nonbiological","nonbiological","nonbiological"
"119","1709","CON","Sediment",2,"CA","119_1709","nonbiological","nonbiological","nonbiological"
"123","1709","XSP","Sediment",7,"CA","123_1709","nonbiological","nonbiological","nonbiological"
"101","1809","REM","Sediment",4,"CA","101_1809","nonbiological","nonbiological","nonbiological"
"109","1809","RAN","Sediment",1,"CA","109_1809","nonbiological","nonbiological","nonbiological"
"119","1809","CON","Sediment",2,"CA","119_1809","nonbiological","nonbiological","nonbiological"
"123","1809","XSP","Sediment",6,"CA","123_1809","nonbiological","nonbiological","nonbiological"
"127","1809","BYSP","Sediment",1,"CA","127_1809","nonbiological","nonbiological","nonbiological"
"107","1409","XSP","Hydnophora",1,"CA","107_1409","calcifying","hard.coral","other.coral"
"103","1809","RAN","Hydnophora",1,"CA","103_1809","calcifying","hard.coral","other.coral"
"107","1409","XSP","Leptastrea",1,"CA","107_1409","calcifying","hard.coral","other.coral"
"109","1809","RAN","Leptastrea",1,"CA","109_1809","calcifying","hard.coral","other.coral"
"107","1409","XSP","Montipora.sp.",1,"CA","107_1409","calcifying","hard.coral","other.coral"
"101","1509","REM","Montipora.sp.",2,"CA","101_1509","calcifying","hard.coral","other.coral"
"123","1606","XSP","Montipora.sp.",1,"CA","123_1606","calcifying","hard.coral","other.coral"
"101","1609","REM","Montipora.sp.",2,"CA","101_1609","calcifying","hard.coral","other.coral"
"105","1609","BYSP","Montipora.sp.",2,"CA","105_1609","calcifying","hard.coral","other.coral"
"101","1709","REM","Montipora.sp.",1,"CA","101_1709","calcifying","hard.coral","other.coral"
"105","1709","BYSP","Montipora.sp.",1,"CA","105_1709","calcifying","hard.coral","other.coral"
"101","1809","REM","Montipora.sp.",1,"CA","101_1809","calcifying","hard.coral","other.coral"
"107","1809","XSP","Montipora.sp.",1,"CA","107_1809","calcifying","hard.coral","other.coral"
"123","1809","XSP","Montipora.sp.",1,"CA","123_1809","calcifying","hard.coral","other.coral"
"101","1409","REM","M. capitata",1,"CA","101_1409","calcifying","hard.coral","M.capitata"
"113","1409","XSP","M. capitata",1,"CA","113_1409","calcifying","hard.coral","M.capitata"
"115","1409","BYSP","M. capitata",1,"CA","115_1409","calcifying","hard.coral","M.capitata"
"123","1409","XSP","M. capitata",1,"CA","123_1409","calcifying","hard.coral","M.capitata"
"103","1509","RAN","M. capitata",1,"CA","103_1509","calcifying","hard.coral","M.capitata"
"109","1509","RAN","M. capitata",1,"CA","109_1509","calcifying","hard.coral","M.capitata"
"113","1509","XSP","M. capitata",4,"CA","113_1509","calcifying","hard.coral","M.capitata"
"117","1509","RAN","M. capitata",3,"CA","117_1509","calcifying","hard.coral","M.capitata"
"123","1509","XSP","M. capitata",2,"CA","123_1509","calcifying","hard.coral","M.capitata"
"127","1509","BYSP","M. capitata",2,"CA","127_1509","calcifying","hard.coral","M.capitata"
"105","1510","BYSP","M. capitata",2,"CA","105_1510","calcifying","hard.coral","M.capitata"
"107","1510","XSP","M. capitata",1,"CA","107_1510","calcifying","hard.coral","M.capitata"
"113","1510","XSP","M. capitata",4,"CA","113_1510","calcifying","hard.coral","M.capitata"
"115","1510","BYSP","M. capitata",1,"CA","115_1510","calcifying","hard.coral","M.capitata"
"117","1510","RAN","M. capitata",1,"CA","117_1510","calcifying","hard.coral","M.capitata"
"123","1510","XSP","M. capitata",1,"CA","123_1510","calcifying","hard.coral","M.capitata"
"127","1510","BYSP","M. capitata",1,"CA","127_1510","calcifying","hard.coral","M.capitata"
"103","1606","RAN","M. capitata",3,"CA","103_1606","calcifying","hard.coral","M.capitata"
"105","1606","BYSP","M. capitata",3,"CA","105_1606","calcifying","hard.coral","M.capitata"
"107","1606","XSP","M. capitata",2,"CA","107_1606","calcifying","hard.coral","M.capitata"
"109","1606","RAN","M. capitata",2,"CA","109_1606","calcifying","hard.coral","M.capitata"
"113","1606","XSP","M. capitata",4,"CA","113_1606","calcifying","hard.coral","M.capitata"
"115","1606","BYSP","M. capitata",2,"CA","115_1606","calcifying","hard.coral","M.capitata"
"117","1606","RAN","M. capitata",3,"CA","117_1606","calcifying","hard.coral","M.capitata"
"123","1606","XSP","M. capitata",2,"CA","123_1606","calcifying","hard.coral","M.capitata"
"127","1606","BYSP","M. capitata",3,"CA","127_1606","calcifying","hard.coral","M.capitata"
"103","1609","RAN","M. capitata",1,"CA","103_1609","calcifying","hard.coral","M.capitata"
"105","1609","BYSP","M. capitata",1,"CA","105_1609","calcifying","hard.coral","M.capitata"
"107","1609","XSP","M. capitata",3,"CA","107_1609","calcifying","hard.coral","M.capitata"
"109","1609","RAN","M. capitata",2,"CA","109_1609","calcifying","hard.coral","M.capitata"
"113","1609","XSP","M. capitata",4,"CA","113_1609","calcifying","hard.coral","M.capitata"
"115","1609","BYSP","M. capitata",2,"CA","115_1609","calcifying","hard.coral","M.capitata"
"117","1609","RAN","M. capitata",6,"CA","117_1609","calcifying","hard.coral","M.capitata"
"123","1609","XSP","M. capitata",1,"CA","123_1609","calcifying","hard.coral","M.capitata"
"127","1609","BYSP","M. capitata",3,"CA","127_1609","calcifying","hard.coral","M.capitata"
"103","1709","RAN","M. capitata",4,"CA","103_1709","calcifying","hard.coral","M.capitata"
"105","1709","BYSP","M. capitata",2,"CA","105_1709","calcifying","hard.coral","M.capitata"
"107","1709","XSP","M. capitata",1,"CA","107_1709","calcifying","hard.coral","M.capitata"
"109","1709","RAN","M. capitata",2,"CA","109_1709","calcifying","hard.coral","M.capitata"
"113","1709","XSP","M. capitata",5,"CA","113_1709","calcifying","hard.coral","M.capitata"
"115","1709","BYSP","M. capitata",7,"CA","115_1709","calcifying","hard.coral","M.capitata"
"117","1709","RAN","M. capitata",6,"CA","117_1709","calcifying","hard.coral","M.capitata"
"123","1709","XSP","M. capitata",3,"CA","123_1709","calcifying","hard.coral","M.capitata"
"127","1709","BYSP","M. capitata",6,"CA","127_1709","calcifying","hard.coral","M.capitata"
"103","1809","RAN","M. capitata",4,"CA","103_1809","calcifying","hard.coral","M.capitata"
"105","1809","BYSP","M. capitata",7,"CA","105_1809","calcifying","hard.coral","M.capitata"
"107","1809","XSP","M. capitata",3,"CA","107_1809","calcifying","hard.coral","M.capitata"
"109","1809","RAN","M. capitata",2,"CA","109_1809","calcifying","hard.coral","M.capitata"
"113","1809","XSP","M. capitata",4,"CA","113_1809","calcifying","hard.coral","M.capitata"
"115","1809","BYSP","M. capitata",3,"CA","115_1809","calcifying","hard.coral","M.capitata"
"117","1809","RAN","M. capitata",7,"CA","117_1809","calcifying","hard.coral","M.capitata"
"123","1809","XSP","M. capitata",4,"CA","123_1809","calcifying","hard.coral","M.capitata"
"127","1809","BYSP","M. capitata",4,"CA","127_1809","calcifying","hard.coral","M.capitata"
"101","1408","REM","Peyssonnelia",14,"CA","101_1408","calcifying","calcifying.algae","other.calcifying.algae"
"103","1408","RAN","Peyssonnelia",13,"CA","103_1408","calcifying","calcifying.algae","other.calcifying.algae"
"105","1408","BYSP","Peyssonnelia",13,"CA","105_1408","calcifying","calcifying.algae","other.calcifying.algae"
"107","1408","XSP","Peyssonnelia",15,"CA","107_1408","calcifying","calcifying.algae","other.calcifying.algae"
"109","1408","RAN","Peyssonnelia",2,"CA","109_1408","calcifying","calcifying.algae","other.calcifying.algae"
"111","1408","REM","Peyssonnelia",17,"CA","111_1408","calcifying","calcifying.algae","other.calcifying.algae"
"113","1408","XSP","Peyssonnelia",9,"CA","113_1408","calcifying","calcifying.algae","other.calcifying.algae"
"115","1408","BYSP","Peyssonnelia",2,"CA","115_1408","calcifying","calcifying.algae","other.calcifying.algae"
"117","1408","RAN","Peyssonnelia",7,"CA","117_1408","calcifying","calcifying.algae","other.calcifying.algae"
"127","1408","BYSP","Peyssonnelia",2,"CA","127_1408","calcifying","calcifying.algae","other.calcifying.algae"
"129","1408","REM","Peyssonnelia",6,"CA","129_1408","calcifying","calcifying.algae","other.calcifying.algae"
"101","1409","REM","Peyssonnelia",13,"CA","101_1409","calcifying","calcifying.algae","other.calcifying.algae"
"103","1409","RAN","Peyssonnelia",7,"CA","103_1409","calcifying","calcifying.algae","other.calcifying.algae"
"105","1409","BYSP","Peyssonnelia",5,"CA","105_1409","calcifying","calcifying.algae","other.calcifying.algae"
"107","1409","XSP","Peyssonnelia",26,"CA","107_1409","calcifying","calcifying.algae","other.calcifying.algae"
"109","1409","RAN","Peyssonnelia",1,"CA","109_1409","calcifying","calcifying.algae","other.calcifying.algae"
"111","1409","REM","Peyssonnelia",4,"CA","111_1409","calcifying","calcifying.algae","other.calcifying.algae"
"117","1409","RAN","Peyssonnelia",3,"CA","117_1409","calcifying","calcifying.algae","other.calcifying.algae"
"121","1409","CON","Peyssonnelia",4,"CA","121_1409","calcifying","calcifying.algae","other.calcifying.algae"
"127","1409","BYSP","Peyssonnelia",1,"CA","127_1409","calcifying","calcifying.algae","other.calcifying.algae"
"129","1409","REM","Peyssonnelia",7,"CA","129_1409","calcifying","calcifying.algae","other.calcifying.algae"
"101","1509","REM","Peyssonnelia",4,"CA","101_1509","calcifying","calcifying.algae","other.calcifying.algae"
"103","1509","RAN","Peyssonnelia",17,"CA","103_1509","calcifying","calcifying.algae","other.calcifying.algae"
"105","1509","BYSP","Peyssonnelia",1,"CA","105_1509","calcifying","calcifying.algae","other.calcifying.algae"
"107","1509","XSP","Peyssonnelia",9,"CA","107_1509","calcifying","calcifying.algae","other.calcifying.algae"
"109","1509","RAN","Peyssonnelia",5,"CA","109_1509","calcifying","calcifying.algae","other.calcifying.algae"
"111","1509","REM","Peyssonnelia",13,"CA","111_1509","calcifying","calcifying.algae","other.calcifying.algae"
"113","1509","XSP","Peyssonnelia",9,"CA","113_1509","calcifying","calcifying.algae","other.calcifying.algae"
"115","1509","BYSP","Peyssonnelia",6,"CA","115_1509","calcifying","calcifying.algae","other.calcifying.algae"
"117","1509","RAN","Peyssonnelia",3,"CA","117_1509","calcifying","calcifying.algae","other.calcifying.algae"
"119","1509","CON","Peyssonnelia",2,"CA","119_1509","calcifying","calcifying.algae","other.calcifying.algae"
"121","1509","CON","Peyssonnelia",2,"CA","121_1509","calcifying","calcifying.algae","other.calcifying.algae"
"123","1509","XSP","Peyssonnelia",7,"CA","123_1509","calcifying","calcifying.algae","other.calcifying.algae"
"125","1509","CON","Peyssonnelia",12,"CA","125_1509","calcifying","calcifying.algae","other.calcifying.algae"
"127","1509","BYSP","Peyssonnelia",16,"CA","127_1509","calcifying","calcifying.algae","other.calcifying.algae"
"129","1509","REM","Peyssonnelia",25,"CA","129_1509","calcifying","calcifying.algae","other.calcifying.algae"
"101","1510","REM","Peyssonnelia",2,"CA","101_1510","calcifying","calcifying.algae","other.calcifying.algae"
"103","1510","RAN","Peyssonnelia",5,"CA","103_1510","calcifying","calcifying.algae","other.calcifying.algae"
"105","1510","BYSP","Peyssonnelia",2,"CA","105_1510","calcifying","calcifying.algae","other.calcifying.algae"
"107","1510","XSP","Peyssonnelia",1,"CA","107_1510","calcifying","calcifying.algae","other.calcifying.algae"
"109","1510","RAN","Peyssonnelia",1,"CA","109_1510","calcifying","calcifying.algae","other.calcifying.algae"
"111","1510","REM","Peyssonnelia",11,"CA","111_1510","calcifying","calcifying.algae","other.calcifying.algae"
"113","1510","XSP","Peyssonnelia",1,"CA","113_1510","calcifying","calcifying.algae","other.calcifying.algae"
"115","1510","BYSP","Peyssonnelia",2,"CA","115_1510","calcifying","calcifying.algae","other.calcifying.algae"
"117","1510","RAN","Peyssonnelia",1,"CA","117_1510","calcifying","calcifying.algae","other.calcifying.algae"
"119","1510","CON","Peyssonnelia",2,"CA","119_1510","calcifying","calcifying.algae","other.calcifying.algae"
"121","1510","CON","Peyssonnelia",2,"CA","121_1510","calcifying","calcifying.algae","other.calcifying.algae"
"123","1510","XSP","Peyssonnelia",5,"CA","123_1510","calcifying","calcifying.algae","other.calcifying.algae"
"125","1510","CON","Peyssonnelia",12,"CA","125_1510","calcifying","calcifying.algae","other.calcifying.algae"
"127","1510","BYSP","Peyssonnelia",6,"CA","127_1510","calcifying","calcifying.algae","other.calcifying.algae"
"129","1510","REM","Peyssonnelia",18,"CA","129_1510","calcifying","calcifying.algae","other.calcifying.algae"
"101","1606","REM","Peyssonnelia",5,"CA","101_1606","calcifying","calcifying.algae","other.calcifying.algae"
"103","1606","RAN","Peyssonnelia",8,"CA","103_1606","calcifying","calcifying.algae","other.calcifying.algae"
"105","1606","BYSP","Peyssonnelia",3,"CA","105_1606","calcifying","calcifying.algae","other.calcifying.algae"
"107","1606","XSP","Peyssonnelia",10,"CA","107_1606","calcifying","calcifying.algae","other.calcifying.algae"
"109","1606","RAN","Peyssonnelia",4,"CA","109_1606","calcifying","calcifying.algae","other.calcifying.algae"
"111","1606","REM","Peyssonnelia",23,"CA","111_1606","calcifying","calcifying.algae","other.calcifying.algae"
"113","1606","XSP","Peyssonnelia",9,"CA","113_1606","calcifying","calcifying.algae","other.calcifying.algae"
"115","1606","BYSP","Peyssonnelia",18,"CA","115_1606","calcifying","calcifying.algae","other.calcifying.algae"
"117","1606","RAN","Peyssonnelia",5,"CA","117_1606","calcifying","calcifying.algae","other.calcifying.algae"
"119","1606","CON","Peyssonnelia",1,"CA","119_1606","calcifying","calcifying.algae","other.calcifying.algae"
"121","1606","CON","Peyssonnelia",5,"CA","121_1606","calcifying","calcifying.algae","other.calcifying.algae"
"123","1606","XSP","Peyssonnelia",16,"CA","123_1606","calcifying","calcifying.algae","other.calcifying.algae"
"125","1606","CON","Peyssonnelia",20,"CA","125_1606","calcifying","calcifying.algae","other.calcifying.algae"
"127","1606","BYSP","Peyssonnelia",19,"CA","127_1606","calcifying","calcifying.algae","other.calcifying.algae"
"129","1606","REM","Peyssonnelia",53,"CA","129_1606","calcifying","calcifying.algae","other.calcifying.algae"
"101","1609","REM","Peyssonnelia",13,"CA","101_1609","calcifying","calcifying.algae","other.calcifying.algae"
"105","1609","BYSP","Peyssonnelia",5,"CA","105_1609","calcifying","calcifying.algae","other.calcifying.algae"
"107","1609","XSP","Peyssonnelia",6,"CA","107_1609","calcifying","calcifying.algae","other.calcifying.algae"
"109","1609","RAN","Peyssonnelia",3,"CA","109_1609","calcifying","calcifying.algae","other.calcifying.algae"
"111","1609","REM","Peyssonnelia",23,"CA","111_1609","calcifying","calcifying.algae","other.calcifying.algae"
"113","1609","XSP","Peyssonnelia",3,"CA","113_1609","calcifying","calcifying.algae","other.calcifying.algae"
"115","1609","BYSP","Peyssonnelia",25,"CA","115_1609","calcifying","calcifying.algae","other.calcifying.algae"
"117","1609","RAN","Peyssonnelia",11,"CA","117_1609","calcifying","calcifying.algae","other.calcifying.algae"
"121","1609","CON","Peyssonnelia",3,"CA","121_1609","calcifying","calcifying.algae","other.calcifying.algae"
"123","1609","XSP","Peyssonnelia",8,"CA","123_1609","calcifying","calcifying.algae","other.calcifying.algae"
"125","1609","CON","Peyssonnelia",17,"CA","125_1609","calcifying","calcifying.algae","other.calcifying.algae"
"127","1609","BYSP","Peyssonnelia",6,"CA","127_1609","calcifying","calcifying.algae","other.calcifying.algae"
"129","1609","REM","Peyssonnelia",40,"CA","129_1609","calcifying","calcifying.algae","other.calcifying.algae"
"101","1709","REM","Peyssonnelia",20,"CA","101_1709","calcifying","calcifying.algae","other.calcifying.algae"
"103","1709","RAN","Peyssonnelia",58,"CA","103_1709","calcifying","calcifying.algae","other.calcifying.algae"
"105","1709","BYSP","Peyssonnelia",13,"CA","105_1709","calcifying","calcifying.algae","other.calcifying.algae"
"107","1709","XSP","Peyssonnelia",30,"CA","107_1709","calcifying","calcifying.algae","other.calcifying.algae"
"109","1709","RAN","Peyssonnelia",24,"CA","109_1709","calcifying","calcifying.algae","other.calcifying.algae"
"111","1709","REM","Peyssonnelia",53,"CA","111_1709","calcifying","calcifying.algae","other.calcifying.algae"
"113","1709","XSP","Peyssonnelia",13,"CA","113_1709","calcifying","calcifying.algae","other.calcifying.algae"
"115","1709","BYSP","Peyssonnelia",38,"CA","115_1709","calcifying","calcifying.algae","other.calcifying.algae"
"117","1709","RAN","Peyssonnelia",28,"CA","117_1709","calcifying","calcifying.algae","other.calcifying.algae"
"119","1709","CON","Peyssonnelia",20,"CA","119_1709","calcifying","calcifying.algae","other.calcifying.algae"
"121","1709","CON","Peyssonnelia",29,"CA","121_1709","calcifying","calcifying.algae","other.calcifying.algae"
"123","1709","XSP","Peyssonnelia",6,"CA","123_1709","calcifying","calcifying.algae","other.calcifying.algae"
"125","1709","CON","Peyssonnelia",31,"CA","125_1709","calcifying","calcifying.algae","other.calcifying.algae"
"127","1709","BYSP","Peyssonnelia",36,"CA","127_1709","calcifying","calcifying.algae","other.calcifying.algae"
"129","1709","REM","Peyssonnelia",41,"CA","129_1709","calcifying","calcifying.algae","other.calcifying.algae"
"101","1809","REM","Peyssonnelia",8,"CA","101_1809","calcifying","calcifying.algae","other.calcifying.algae"
"103","1809","RAN","Peyssonnelia",15,"CA","103_1809","calcifying","calcifying.algae","other.calcifying.algae"
"105","1809","BYSP","Peyssonnelia",6,"CA","105_1809","calcifying","calcifying.algae","other.calcifying.algae"
"107","1809","XSP","Peyssonnelia",5,"CA","107_1809","calcifying","calcifying.algae","other.calcifying.algae"
"109","1809","RAN","Peyssonnelia",19,"CA","109_1809","calcifying","calcifying.algae","other.calcifying.algae"
"111","1809","REM","Peyssonnelia",12,"CA","111_1809","calcifying","calcifying.algae","other.calcifying.algae"
"113","1809","XSP","Peyssonnelia",20,"CA","113_1809","calcifying","calcifying.algae","other.calcifying.algae"
"115","1809","BYSP","Peyssonnelia",13,"CA","115_1809","calcifying","calcifying.algae","other.calcifying.algae"
"117","1809","RAN","Peyssonnelia",14,"CA","117_1809","calcifying","calcifying.algae","other.calcifying.algae"
"119","1809","CON","Peyssonnelia",12,"CA","119_1809","calcifying","calcifying.algae","other.calcifying.algae"
"121","1809","CON","Peyssonnelia",8,"CA","121_1809","calcifying","calcifying.algae","other.calcifying.algae"
"123","1809","XSP","Peyssonnelia",9,"CA","123_1809","calcifying","calcifying.algae","other.calcifying.algae"
"125","1809","CON","Peyssonnelia",14,"CA","125_1809","calcifying","calcifying.algae","other.calcifying.algae"
"127","1809","BYSP","Peyssonnelia",8,"CA","127_1809","calcifying","calcifying.algae","other.calcifying.algae"
"129","1809","REM","Peyssonnelia",19,"CA","129_1809","calcifying","calcifying.algae","other.calcifying.algae"
"107","1409","XSP","P. damicornis",2,"CA","107_1409","calcifying","hard.coral","P.damicornis"
"109","1409","RAN","P. damicornis",2,"CA","109_1409","calcifying","hard.coral","P.damicornis"
"113","1409","XSP","P. damicornis",1,"CA","113_1409","calcifying","hard.coral","P.damicornis"
"115","1409","BYSP","P. damicornis",1,"CA","115_1409","calcifying","hard.coral","P.damicornis"
"117","1409","RAN","P. damicornis",1,"CA","117_1409","calcifying","hard.coral","P.damicornis"
"123","1409","XSP","P. damicornis",2,"CA","123_1409","calcifying","hard.coral","P.damicornis"
"103","1509","RAN","P. damicornis",1,"CA","103_1509","calcifying","hard.coral","P.damicornis"
"105","1509","BYSP","P. damicornis",1,"CA","105_1509","calcifying","hard.coral","P.damicornis"
"109","1509","RAN","P. damicornis",1,"CA","109_1509","calcifying","hard.coral","P.damicornis"
"115","1509","BYSP","P. damicornis",2,"CA","115_1509","calcifying","hard.coral","P.damicornis"
"123","1509","XSP","P. damicornis",1,"CA","123_1509","calcifying","hard.coral","P.damicornis"
"127","1509","BYSP","P. damicornis",1,"CA","127_1509","calcifying","hard.coral","P.damicornis"
"103","1510","RAN","P. damicornis",1,"CA","103_1510","calcifying","hard.coral","P.damicornis"
"105","1510","BYSP","P. damicornis",3,"CA","105_1510","calcifying","hard.coral","P.damicornis"
"107","1510","XSP","P. damicornis",2,"CA","107_1510","calcifying","hard.coral","P.damicornis"
"109","1510","RAN","P. damicornis",2,"CA","109_1510","calcifying","hard.coral","P.damicornis"
"113","1510","XSP","P. damicornis",2,"CA","113_1510","calcifying","hard.coral","P.damicornis"
"115","1510","BYSP","P. damicornis",1,"CA","115_1510","calcifying","hard.coral","P.damicornis"
"117","1510","RAN","P. damicornis",2,"CA","117_1510","calcifying","hard.coral","P.damicornis"
"123","1510","XSP","P. damicornis",1,"CA","123_1510","calcifying","hard.coral","P.damicornis"
"127","1510","BYSP","P. damicornis",3,"CA","127_1510","calcifying","hard.coral","P.damicornis"
"103","1606","RAN","P. damicornis",2,"CA","103_1606","calcifying","hard.coral","P.damicornis"
"107","1606","XSP","P. damicornis",1,"CA","107_1606","calcifying","hard.coral","P.damicornis"
"113","1606","XSP","P. damicornis",2,"CA","113_1606","calcifying","hard.coral","P.damicornis"
"115","1606","BYSP","P. damicornis",3,"CA","115_1606","calcifying","hard.coral","P.damicornis"
"117","1606","RAN","P. damicornis",2,"CA","117_1606","calcifying","hard.coral","P.damicornis"
"123","1606","XSP","P. damicornis",1,"CA","123_1606","calcifying","hard.coral","P.damicornis"
"127","1606","BYSP","P. damicornis",4,"CA","127_1606","calcifying","hard.coral","P.damicornis"
"103","1609","RAN","P. damicornis",2,"CA","103_1609","calcifying","hard.coral","P.damicornis"
"105","1609","BYSP","P. damicornis",1,"CA","105_1609","calcifying","hard.coral","P.damicornis"
"107","1609","XSP","P. damicornis",2,"CA","107_1609","calcifying","hard.coral","P.damicornis"
"109","1609","RAN","P. damicornis",1,"CA","109_1609","calcifying","hard.coral","P.damicornis"
"113","1609","XSP","P. damicornis",3,"CA","113_1609","calcifying","hard.coral","P.damicornis"
"115","1609","BYSP","P. damicornis",1,"CA","115_1609","calcifying","hard.coral","P.damicornis"
"117","1609","RAN","P. damicornis",1,"CA","117_1609","calcifying","hard.coral","P.damicornis"
"127","1609","BYSP","P. damicornis",2,"CA","127_1609","calcifying","hard.coral","P.damicornis"
"101","1709","REM","P. damicornis",2,"CA","101_1709","calcifying","hard.coral","P.damicornis"
"103","1709","RAN","P. damicornis",2,"CA","103_1709","calcifying","hard.coral","P.damicornis"
"105","1709","BYSP","P. damicornis",4,"CA","105_1709","calcifying","hard.coral","P.damicornis"
"107","1709","XSP","P. damicornis",6,"CA","107_1709","calcifying","hard.coral","P.damicornis"
"109","1709","RAN","P. damicornis",3,"CA","109_1709","calcifying","hard.coral","P.damicornis"
"111","1709","REM","P. damicornis",1,"CA","111_1709","calcifying","hard.coral","P.damicornis"
"113","1709","XSP","P. damicornis",3,"CA","113_1709","calcifying","hard.coral","P.damicornis"
"115","1709","BYSP","P. damicornis",2,"CA","115_1709","calcifying","hard.coral","P.damicornis"
"117","1709","RAN","P. damicornis",3,"CA","117_1709","calcifying","hard.coral","P.damicornis"
"121","1709","CON","P. damicornis",1,"CA","121_1709","calcifying","hard.coral","P.damicornis"
