"site","year","TRT","class","count","clickr","site_year","tier1","tier2","tier3"
"107","1606","XSP","Lobophora",3,"CA","107_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","1606","RAN","Lobophora",1,"CA","117_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1606","XSP","Lobophora",2,"CA","123_1606","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1609","REM","Lobophora",1,"CA","101_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1609","RAN","Lobophora",1,"CA","103_1609","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","1709","REM","Lobophora",7,"CA","101_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","1709","RAN","Lobophora",3,"CA","103_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","1709","BYSP","Lobophora",2,"CA","105_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","1709","XSP","Lobophora",1,"CA","107_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","1709","XSP","Lobophora",2,"CA","113_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","1709","BYSP","Lobophora",1,"CA","115_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","1709","CON","Lobophora",1,"CA","119_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","1709","CON","Lobophora",2,"CA","121_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","1709","XSP","Lobophora",2,"CA","123_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","1709","CON","Lobophora",3,"CA","125_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","1709","REM","Lobophora",1,"CA","129_1709","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2020","REM","Turf",46,"SC","101_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2020","REM","Turf",14,"SC","101_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2020","REM","Lobophora",26,"SC","101_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2020","REM","Peyssonnelia",66,"SC","101_2020","calcifying","calcifying.algae","other.calcifying.algae"
"101","2020","REM","CCA",139,"SC","101_2020","calcifying","calcifying.algae","CCA"
"101","2020","REM","CCA",77,"SC","101_2020","calcifying","calcifying.algae","CCA"
"101","2020","REM","CCA",6,"SC","101_2020","calcifying","calcifying.algae","CCA"
"101","2020","REM","Dictyosphaeria",1,"SC","101_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2020","REM","Galaxaura",2,"SC","101_2020","calcifying","calcifying.algae","other.calcifying.algae"
"101","2020","REM","Monti_branch",2,"SC","101_2020","calcifying","hard.coral","other.coral"
"101","2020","REM","Montipora spp.",3,"SC","101_2020","calcifying","hard.coral","other.coral"
"101","2020","REM","P. damicornis",26,"SC","101_2020","calcifying","hard.coral","P.damicornis"
"101","2020","REM","Pocillopora spp.",4,"SC","101_2020","calcifying","hard.coral","other.coral"
"101","2020","REM","Psammocora sp.",1,"SC","101_2020","calcifying","hard.coral","other.coral"
"101","2020","REM","Corallimorph",4,"SC","101_2020","noncalcifying","Corallimorph","Corallimorph"
"105","2020","BYSP","Turf",61,"SC","105_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2020","BYSP","Turf",26,"SC","105_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2020","BYSP","Peyssonnelia",22,"SC","105_2020","calcifying","calcifying.algae","other.calcifying.algae"
"105","2020","BYSP","CCA",61,"SC","105_2020","calcifying","calcifying.algae","CCA"
"105","2020","BYSP","CCA",37,"SC","105_2020","calcifying","calcifying.algae","CCA"
"105","2020","BYSP","CCA",4,"SC","105_2020","calcifying","calcifying.algae","CCA"
"105","2020","BYSP","Galaxaura",6,"SC","105_2020","calcifying","calcifying.algae","other.calcifying.algae"
"105","2020","BYSP","Red_calc_mac",2,"SC","105_2020","calcifying","calcifying.algae","other.calcifying.algae"
"105","2020","BYSP","A. acuminata",69,"SC","105_2020","calcifying","hard.coral","A.acuminata"
"105","2020","BYSP","M. capitata",7,"SC","105_2020","calcifying","hard.coral","M.capitata"
"105","2020","BYSP","Monti_branch",1,"SC","105_2020","calcifying","hard.coral","other.coral"
"105","2020","BYSP","Montipora spp.",3,"SC","105_2020","calcifying","hard.coral","other.coral"
"105","2020","BYSP","Montipora spp.",2,"SC","105_2020","calcifying","hard.coral","other.coral"
"105","2020","BYSP","Unk_Pavona_foliose",1,"SC","105_2020","calcifying","hard.coral","other.coral"
"105","2020","BYSP","P. damicornis",14,"SC","105_2020","calcifying","hard.coral","P.damicornis"
"105","2020","BYSP","Pocillopora spp.",1,"SC","105_2020","calcifying","hard.coral","other.coral"
"105","2020","BYSP","Psammocora sp.",1,"SC","105_2020","calcifying","hard.coral","other.coral"
"105","2020","BYSP","Sand",1,"SC","105_2020","nonbiological","nonbiological","nonbiological"
"105","2020","BYSP","Corallimorph",4,"SC","105_2020","noncalcifying","Corallimorph","Corallimorph"
"109","2020","RAN","Turf",43,"SC","109_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","2020","RAN","Turf",14,"SC","109_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","2020","RAN","Lobophora",6,"SC","109_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","2020","RAN","Peyssonnelia",40,"SC","109_2020","calcifying","calcifying.algae","other.calcifying.algae"
"109","2020","RAN","CCA",71,"SC","109_2020","calcifying","calcifying.algae","CCA"
"109","2020","RAN","CCA",39,"SC","109_2020","calcifying","calcifying.algae","CCA"
"109","2020","RAN","Halimeda",1,"SC","109_2020","calcifying","calcifying.algae","other.calcifying.algae"
"109","2020","RAN","A. acuminata",95,"SC","109_2020","calcifying","hard.coral","A.acuminata"
"109","2020","RAN","Montipora spp.",3,"SC","109_2020","calcifying","hard.coral","other.coral"
"109","2020","RAN","P. damicornis",9,"SC","109_2020","calcifying","hard.coral","P.damicornis"
"109","2020","RAN","Sand",1,"SC","109_2020","nonbiological","nonbiological","nonbiological"
"109","2020","RAN","Corallimorph",2,"SC","109_2020","noncalcifying","Corallimorph","Corallimorph"
"113","2020","XSP","Turf",50,"SC","113_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","2020","XSP","Turf",7,"SC","113_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","2020","XSP","Lobophora",10,"SC","113_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","2020","XSP","Peyssonnelia",27,"SC","113_2020","calcifying","calcifying.algae","other.calcifying.algae"
"113","2020","XSP","CCA",89,"SC","113_2020","calcifying","calcifying.algae","CCA"
"113","2020","XSP","CCA",12,"SC","113_2020","calcifying","calcifying.algae","CCA"
"113","2020","XSP","Galaxaura",4,"SC","113_2020","calcifying","calcifying.algae","other.calcifying.algae"
"113","2020","XSP","A. acuminata",51,"SC","113_2020","calcifying","hard.coral","A.acuminata"
"113","2020","XSP","Montipora spp.",5,"SC","113_2020","calcifying","hard.coral","other.coral"
"113","2020","XSP","P. damicornis",10,"SC","113_2020","calcifying","hard.coral","P.damicornis"
"113","2020","XSP","Limestone",1,"SC","113_2020","nonbiological","nonbiological","nonbiological"
"117","2020","RAN","Turf",51,"SC","117_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","2020","RAN","Turf",5,"SC","117_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","2020","RAN","Lobophora",4,"SC","117_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","2020","RAN","Peyssonnelia",43,"SC","117_2020","calcifying","calcifying.algae","other.calcifying.algae"
"117","2020","RAN","CCA",86,"SC","117_2020","calcifying","calcifying.algae","CCA"
"117","2020","RAN","CCA",29,"SC","117_2020","calcifying","calcifying.algae","CCA"
"117","2020","RAN","CCA",1,"SC","117_2020","calcifying","calcifying.algae","CCA"
"117","2020","RAN","Caulerpa",2,"SC","117_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","2020","RAN","A. acuminata",32,"SC","117_2020","calcifying","hard.coral","A.acuminata"
"117","2020","RAN","Montipora spp.",2,"SC","117_2020","calcifying","hard.coral","other.coral"
"117","2020","RAN","P. damicornis",14,"SC","117_2020","calcifying","hard.coral","P.damicornis"
"117","2020","RAN","Pocillopora spp.",1,"SC","117_2020","calcifying","hard.coral","other.coral"
"117","2020","RAN","Corallimorph",2,"SC","117_2020","noncalcifying","Corallimorph","Corallimorph"
"119","2021","CON","Turf",41,"SC","119_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","2021","CON","Turf",57,"SC","119_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","2021","CON","Lobophora",69,"SC","119_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","2021","CON","Peyssonnelia",16,"SC","119_2021","calcifying","calcifying.algae","other.calcifying.algae"
"119","2021","CON","CCA",81,"SC","119_2021","calcifying","calcifying.algae","CCA"
"119","2021","CON","CCA",14,"SC","119_2021","calcifying","calcifying.algae","CCA"
"119","2021","CON","Halimeda",1,"SC","119_2021","calcifying","calcifying.algae","other.calcifying.algae"
"119","2021","CON","Dictyota",19,"SC","119_2021","calcifying","calcifying.algae","other.calcifying.algae"
"119","2021","CON","Galaxaura",4,"SC","119_2021","calcifying","calcifying.algae","other.calcifying.algae"
"119","2021","CON","Montipora spp.",1,"SC","119_2021","calcifying","hard.coral","other.coral"
"119","2021","CON","P. damicornis",19,"SC","119_2021","calcifying","hard.coral","P.damicornis"
"119","2021","CON","Pocillopora spp.",6,"SC","119_2021","calcifying","hard.coral","other.coral"
"119","2021","CON","Pocillopora spp.",2,"SC","119_2021","calcifying","hard.coral","other.coral"
"119","2021","CON","Porites massive",19,"SC","119_2021","calcifying","hard.coral","other.coral"
"119","2021","CON","Psammocora sp.",1,"SC","119_2021","calcifying","hard.coral","other.coral"
"119","2021","CON","Sand",10,"SC","119_2021","nonbiological","nonbiological","nonbiological"
"101","2022","REM","Turf",15,"SC","101_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2022","REM","Turf",1,"SC","101_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2022","REM","Lobophora",92,"SC","101_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2022","REM","Peyssonnelia",30,"SC","101_2022","calcifying","calcifying.algae","other.calcifying.algae"
"101","2022","REM","CCA",115,"SC","101_2022","calcifying","calcifying.algae","CCA"
"101","2022","REM","CCA",92,"SC","101_2022","calcifying","calcifying.algae","CCA"
"101","2022","REM","CCA",1,"SC","101_2022","calcifying","calcifying.algae","CCA"
"101","2022","REM","Halimeda",1,"SC","101_2022","calcifying","calcifying.algae","other.calcifying.algae"
"101","2022","REM","Monti_branch",3,"SC","101_2022","calcifying","hard.coral","other.coral"
"101","2022","REM","Montipora spp.",1,"SC","101_2022","calcifying","hard.coral","other.coral"
"101","2022","REM","P. damicornis",45,"SC","101_2022","calcifying","hard.coral","P.damicornis"
"101","2022","REM","Psammocora sp.",1,"SC","101_2022","calcifying","hard.coral","other.coral"
"101","2022","REM","Corallimorph",2,"SC","101_2022","noncalcifying","Corallimorph","Corallimorph"
"105","2022","BYSP","Turf",87,"SC","105_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2022","BYSP","Turf",8,"SC","105_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2022","BYSP","Lobophora",20,"SC","105_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2022","BYSP","Peyssonnelia",17,"SC","105_2022","calcifying","calcifying.algae","other.calcifying.algae"
"105","2022","BYSP","CCA",38,"SC","105_2022","calcifying","calcifying.algae","CCA"
"105","2022","BYSP","CCA",18,"SC","105_2022","calcifying","calcifying.algae","CCA"
"105","2022","BYSP","CCA",1,"SC","105_2022","calcifying","calcifying.algae","CCA"
"105","2022","BYSP","Cyano",2,"SC","105_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2022","BYSP","Galaxaura",2,"SC","105_2022","calcifying","calcifying.algae","other.calcifying.algae"
"105","2022","BYSP","Green_macro",2,"SC","105_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2022","BYSP","Red_calc_mac",2,"SC","105_2022","calcifying","calcifying.algae","other.calcifying.algae"
"105","2022","BYSP","A. acuminata",71,"SC","105_2022","calcifying","hard.coral","A.acuminata"
"105","2022","BYSP","Monti_branch",24,"SC","105_2022","calcifying","hard.coral","other.coral"
"105","2022","BYSP","Montipora spp.",6,"SC","105_2022","calcifying","hard.coral","other.coral"
"105","2022","BYSP","Montipora spp.",1,"SC","105_2022","calcifying","hard.coral","other.coral"
"105","2022","BYSP","Unk_Pavona_foliose",3,"SC","105_2022","calcifying","hard.coral","other.coral"
"105","2022","BYSP","P. damicornis",15,"SC","105_2022","calcifying","hard.coral","P.damicornis"
"105","2022","BYSP","Pocillopora spp.",1,"SC","105_2022","calcifying","hard.coral","other.coral"
"105","2022","BYSP","Porites spp_foliose",1,"SC","105_2022","calcifying","hard.coral","other.coral"
"105","2022","BYSP","Corallimorph",4,"SC","105_2022","noncalcifying","Corallimorph","Corallimorph"
"103","2020","RAN","Turf",172,"CA","103_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2020","RAN","Turf",18,"CA","103_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2020","RAN","Lobophora",11,"CA","103_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2020","RAN","Peyssonnelia",42,"CA","103_2020","calcifying","calcifying.algae","other.calcifying.algae"
"103","2020","RAN","CCA",104,"CA","103_2020","calcifying","calcifying.algae","CCA"
"103","2020","RAN","CCA",12,"CA","103_2020","calcifying","calcifying.algae","CCA"
"103","2020","RAN","Halimeda",2,"CA","103_2020","calcifying","calcifying.algae","other.calcifying.algae"
"103","2020","RAN","A. acuminata",57,"CA","103_2020","calcifying","hard.coral","A.acuminata"
"103","2020","RAN","M. capitata",2,"CA","103_2020","calcifying","hard.coral","M.capitata"
"103","2020","RAN","P. damicornis",16,"CA","103_2020","calcifying","hard.coral","P.damicornis"
"103","2020","RAN","Corallimorph",4,"CA","103_2020","noncalcifying","Corallimorph","Corallimorph"
"107","2020","XSP","Turf",112,"CA","107_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","2020","XSP","Peyssonnelia",21,"CA","107_2020","calcifying","calcifying.algae","other.calcifying.algae"
"107","2020","XSP","CCA",37,"CA","107_2020","calcifying","calcifying.algae","CCA"
"107","2020","XSP","Halimeda",3,"CA","107_2020","calcifying","calcifying.algae","other.calcifying.algae"
"107","2020","XSP","Galaxaura",2,"CA","107_2020","calcifying","calcifying.algae","other.calcifying.algae"
"107","2020","XSP","A. acuminata",67,"CA","107_2020","calcifying","hard.coral","A.acuminata"
"107","2020","XSP","M. capitata",1,"CA","107_2020","calcifying","hard.coral","M.capitata"
"107","2020","XSP","M. capitata",4,"CA","107_2020","calcifying","hard.coral","M.capitata"
"107","2020","XSP","Montipora spp.",1,"CA","107_2020","calcifying","hard.coral","other.coral"
"107","2020","XSP","P. damicornis",28,"CA","107_2020","calcifying","hard.coral","P.damicornis"
"111","2020","REM","Turf",46,"CA","111_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","2020","REM","Turf",30,"CA","111_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","2020","REM","Lobophora",13,"CA","111_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","2020","REM","Peyssonnelia",30,"CA","111_2020","calcifying","calcifying.algae","other.calcifying.algae"
"111","2020","REM","CCA",152,"CA","111_2020","calcifying","calcifying.algae","CCA"
"111","2020","REM","CCA",33,"CA","111_2020","calcifying","calcifying.algae","CCA"
"111","2020","REM","Caulerpa",1,"CA","111_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","2020","REM","Galaxaura",1,"CA","111_2020","calcifying","calcifying.algae","other.calcifying.algae"
"111","2020","REM","P. damicornis",20,"CA","111_2020","calcifying","hard.coral","P.damicornis"
"111","2020","REM","Corallimorph",4,"CA","111_2020","noncalcifying","Corallimorph","Corallimorph"
"115","2020","BYSP","Turf",127,"CA","115_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","2020","BYSP","Lobophora",8,"CA","115_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","2020","BYSP","Peyssonnelia",10,"CA","115_2020","calcifying","calcifying.algae","other.calcifying.algae"
"115","2020","BYSP","CCA",73,"CA","115_2020","calcifying","calcifying.algae","CCA"
"115","2020","BYSP","A. acuminata",45,"CA","115_2020","calcifying","hard.coral","A.acuminata"
"115","2020","BYSP","M. capitata",5,"CA","115_2020","calcifying","hard.coral","M.capitata"
"115","2020","BYSP","P. damicornis",12,"CA","115_2020","calcifying","hard.coral","P.damicornis"
"115","2020","BYSP","Sediment",3,"CA","115_2020","nonbiological","nonbiological","nonbiological"
"115","2020","BYSP","Corallimorph",2,"CA","115_2020","noncalcifying","Corallimorph","Corallimorph"
"119","2020","CON","Turf",149,"CA","119_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","2020","CON","Turf",34,"CA","119_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","2020","CON","Lobophora",20,"CA","119_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","2020","CON","Peyssonnelia",13,"CA","119_2020","calcifying","calcifying.algae","other.calcifying.algae"
"119","2020","CON","CCA",114,"CA","119_2020","calcifying","calcifying.algae","CCA"
"119","2020","CON","CCA",9,"CA","119_2020","calcifying","calcifying.algae","CCA"
"119","2020","CON","Halimeda",1,"CA","119_2020","calcifying","calcifying.algae","other.calcifying.algae"
"119","2020","CON","Galaxaura",1,"CA","119_2020","calcifying","calcifying.algae","other.calcifying.algae"
"119","2020","CON","P. damicornis",15,"CA","119_2020","calcifying","hard.coral","P.damicornis"
"119","2020","CON","Pocillopora spp.",4,"CA","119_2020","calcifying","hard.coral","other.coral"
"119","2020","CON","Porites massive",21,"CA","119_2020","calcifying","hard.coral","other.coral"
"119","2020","CON","Corallimorph",1,"CA","119_2020","noncalcifying","Corallimorph","Corallimorph"
"121","2020","CON","Turf",123,"CA","121_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","2020","CON","Lobophora",2,"CA","121_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","2020","CON","Peyssonnelia",13,"CA","121_2020","calcifying","calcifying.algae","other.calcifying.algae"
"121","2020","CON","CCA",146,"CA","121_2020","calcifying","calcifying.algae","CCA"
"121","2020","CON","Caulerpa",1,"CA","121_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","2020","CON","Galaxaura",2,"CA","121_2020","calcifying","calcifying.algae","other.calcifying.algae"
"121","2020","CON","P. damicornis",11,"CA","121_2020","calcifying","hard.coral","P.damicornis"
"121","2020","CON","Corallimorph",2,"CA","121_2020","noncalcifying","Corallimorph","Corallimorph"
"123","2020","XSP","Turf",150,"CA","123_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","2020","XSP","Lobophora",7,"CA","123_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","2020","XSP","Peyssonnelia",6,"CA","123_2020","calcifying","calcifying.algae","other.calcifying.algae"
"123","2020","XSP","CCA",24,"CA","123_2020","calcifying","calcifying.algae","CCA"
"123","2020","XSP","Cyano",1,"CA","123_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","2020","XSP","Galaxaura",6,"CA","123_2020","calcifying","calcifying.algae","other.calcifying.algae"
"123","2020","XSP","A. acuminata",57,"CA","123_2020","calcifying","hard.coral","A.acuminata"
"123","2020","XSP","M. capitata",1,"CA","123_2020","calcifying","hard.coral","M.capitata"
"123","2020","XSP","Montipora spp.",1,"CA","123_2020","calcifying","hard.coral","other.coral"
"123","2020","XSP","P. damicornis",3,"CA","123_2020","calcifying","hard.coral","P.damicornis"
"123","2020","XSP","Psammocora sp.",1,"CA","123_2020","calcifying","hard.coral","other.coral"
"123","2020","XSP","Sediment",8,"CA","123_2020","nonbiological","nonbiological","nonbiological"
"125","2020","CON","Turf",95,"CA","125_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2020","CON","Lobophora",2,"CA","125_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2020","CON","Peyssonnelia",40,"CA","125_2020","calcifying","calcifying.algae","other.calcifying.algae"
"125","2020","CON","CCA",117,"CA","125_2020","calcifying","calcifying.algae","CCA"
"125","2020","CON","Caulerpa",1,"CA","125_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2020","CON","Dictyota",2,"CA","125_2020","calcifying","calcifying.algae","other.calcifying.algae"
"125","2020","CON","P. damicornis",18,"CA","125_2020","calcifying","hard.coral","P.damicornis"
"125","2020","CON","Fungia",3,"CA","125_2020","calcifying","hard.coral","other.coral"
"125","2020","CON","Corallimorph",1,"CA","125_2020","noncalcifying","Corallimorph","Corallimorph"
"127","2020","BYSP","Turf",85,"CA","127_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","2020","BYSP","Turf",38,"CA","127_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","2020","BYSP","Lobophora",3,"CA","127_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","2020","BYSP","Peyssonnelia",21,"CA","127_2020","calcifying","calcifying.algae","other.calcifying.algae"
"127","2020","BYSP","CCA",91,"CA","127_2020","calcifying","calcifying.algae","CCA"
"127","2020","BYSP","CCA",19,"CA","127_2020","calcifying","calcifying.algae","CCA"
"127","2020","BYSP","Halimeda",1,"CA","127_2020","calcifying","calcifying.algae","other.calcifying.algae"
"127","2020","BYSP","Caulerpa",1,"CA","127_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","2020","BYSP","A. acuminata",28,"CA","127_2020","calcifying","hard.coral","A.acuminata"
"127","2020","BYSP","M. capitata",5,"CA","127_2020","calcifying","hard.coral","M.capitata"
"127","2020","BYSP","P. damicornis",26,"CA","127_2020","calcifying","hard.coral","P.damicornis"
"127","2020","BYSP","Corallimorph",5,"CA","127_2020","noncalcifying","Corallimorph","Corallimorph"
"129","2020","REM","Turf",164,"CA","129_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","2020","REM","Lobophora",3,"CA","129_2020","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","2020","REM","Peyssonnelia",56,"CA","129_2020","calcifying","calcifying.algae","other.calcifying.algae"
"129","2020","REM","CCA",161,"CA","129_2020","calcifying","calcifying.algae","CCA"
"129","2020","REM","Halimeda",3,"CA","129_2020","calcifying","calcifying.algae","other.calcifying.algae"
"129","2020","REM","P. damicornis",10,"CA","129_2020","calcifying","hard.coral","P.damicornis"
"129","2020","REM","Sediment",1,"CA","129_2020","nonbiological","nonbiological","nonbiological"
"101","2021","REM","Turf",127,"CA","101_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2021","REM","Lobophora",32,"CA","101_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2021","REM","Peyssonnelia",41,"CA","101_2021","calcifying","calcifying.algae","other.calcifying.algae"
"101","2021","REM","CCA",152,"CA","101_2021","calcifying","calcifying.algae","CCA"
"101","2021","REM","Halimeda",1,"CA","101_2021","calcifying","calcifying.algae","other.calcifying.algae"
"101","2021","REM","Galaxaura",3,"CA","101_2021","calcifying","calcifying.algae","other.calcifying.algae"
"101","2021","REM","M. capitata",2,"CA","101_2021","calcifying","hard.coral","M.capitata"
"101","2021","REM","Montipora spp.",2,"CA","101_2021","calcifying","hard.coral","other.coral"
"101","2021","REM","P. damicornis",34,"CA","101_2021","calcifying","hard.coral","P.damicornis"
"101","2021","REM","Sediment",2,"CA","101_2021","nonbiological","nonbiological","nonbiological"
"101","2021","REM","Corallimorph",3,"CA","101_2021","noncalcifying","Corallimorph","Corallimorph"
"103","2021","RAN","Turf",157,"CA","103_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2021","RAN","Lobophora",25,"CA","103_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2021","RAN","Peyssonnelia",29,"CA","103_2021","calcifying","calcifying.algae","other.calcifying.algae"
"103","2021","RAN","CCA",83,"CA","103_2021","calcifying","calcifying.algae","CCA"
"103","2021","RAN","Halimeda",2,"CA","103_2021","calcifying","calcifying.algae","other.calcifying.algae"
"103","2021","RAN","Galaxaura",2,"CA","103_2021","calcifying","calcifying.algae","other.calcifying.algae"
"103","2021","RAN","A. acuminata",67,"CA","103_2021","calcifying","hard.coral","A.acuminata"
"103","2021","RAN","M. capitata",6,"CA","103_2021","calcifying","hard.coral","M.capitata"
"103","2021","RAN","P. damicornis",29,"CA","103_2021","calcifying","hard.coral","P.damicornis"
"103","2021","RAN","Hydnophora",1,"CA","103_2021","calcifying","hard.coral","other.coral"
"103","2021","RAN","Sediment",2,"CA","103_2021","nonbiological","nonbiological","nonbiological"
"103","2021","RAN","Corallimorph",3,"CA","103_2021","noncalcifying","Corallimorph","Corallimorph"
"105","2021","BYSP","Turf",154,"CA","105_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2021","BYSP","Turf",17,"CA","105_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2021","BYSP","Peyssonnelia",11,"CA","105_2021","calcifying","calcifying.algae","other.calcifying.algae"
"105","2021","BYSP","CCA",38,"CA","105_2021","calcifying","calcifying.algae","CCA"
"105","2021","BYSP","CCA",5,"CA","105_2021","calcifying","calcifying.algae","CCA"
"105","2021","BYSP","Galaxaura",5,"CA","105_2021","calcifying","calcifying.algae","other.calcifying.algae"
"105","2021","BYSP","A. acuminata",49,"CA","105_2021","calcifying","hard.coral","A.acuminata"
"105","2021","BYSP","M. capitata",3,"CA","105_2021","calcifying","hard.coral","M.capitata"
"105","2021","BYSP","M. capitata",14,"CA","105_2021","calcifying","hard.coral","M.capitata"
"105","2021","BYSP","Montipora spp.",1,"CA","105_2021","calcifying","hard.coral","other.coral"
"105","2021","BYSP","Montipora spp.",2,"CA","105_2021","calcifying","hard.coral","other.coral"
"105","2021","BYSP","Pavona spp.",3,"CA","105_2021","calcifying","hard.coral","other.coral"
"105","2021","BYSP","P. damicornis",16,"CA","105_2021","calcifying","hard.coral","P.damicornis"
"105","2021","BYSP","Sediment",2,"CA","105_2021","nonbiological","nonbiological","nonbiological"
"105","2021","BYSP","Corallimorph",2,"CA","105_2021","noncalcifying","Corallimorph","Corallimorph"
"107","2021","XSP","Turf",156,"CA","107_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","2021","XSP","Peyssonnelia",11,"CA","107_2021","calcifying","calcifying.algae","other.calcifying.algae"
"107","2021","XSP","CCA",19,"CA","107_2021","calcifying","calcifying.algae","CCA"
"107","2021","XSP","Halimeda",3,"CA","107_2021","calcifying","calcifying.algae","other.calcifying.algae"
"107","2021","XSP","Dictyota",2,"CA","107_2021","calcifying","calcifying.algae","other.calcifying.algae"
"107","2021","XSP","A. acuminata",79,"CA","107_2021","calcifying","hard.coral","A.acuminata"
"107","2021","XSP","M. capitata",7,"CA","107_2021","calcifying","hard.coral","M.capitata"
"107","2021","XSP","Montipora spp.",2,"CA","107_2021","calcifying","hard.coral","other.coral"
"107","2021","XSP","P. damicornis",12,"CA","107_2021","calcifying","hard.coral","P.damicornis"
"107","2021","XSP","Corallimorph",5,"CA","107_2021","noncalcifying","Corallimorph","Corallimorph"
"109","2021","RAN","Turf",88,"CA","109_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","2021","RAN","Turf",21,"CA","109_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","2021","RAN","Lobophora",2,"CA","109_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
