"","site","year","class","count","TRT","percent"
"459","111","1408","Turf",23,"REM",0.0901960784313725
"460","111","1409","Limestone",235,"REM",0.98326359832636
"461","111","1409","Peyssonnelia",4,"REM",0.0167364016736402
"462","111","1509","CCA",125,"REM",0.403225806451613
"463","111","1509","Caulerpa",14,"REM",0.0451612903225806
"464","111","1509","Corallimorph",4,"REM",0.0129032258064516
"465","111","1509","Lobophora",4,"REM",0.0129032258064516
"466","111","1509","Peyssonnelia",13,"REM",0.0419354838709677
"467","111","1509","Red_calc_mac",2,"REM",0.00645161290322581
"468","111","1509","Turf",148,"REM",0.47741935483871
"469","111","1510","CCA",119,"REM",0.383870967741935
"470","111","1510","Caulerpa",12,"REM",0.0387096774193548
"471","111","1510","Lobophora",1,"REM",0.0032258064516129
"472","111","1510","Peyssonnelia",11,"REM",0.0354838709677419
"473","111","1510","Red_calc_mac",5,"REM",0.0161290322580645
"474","111","1510","Turf",162,"REM",0.52258064516129
"475","111","1606","CCA",123,"REM",0.394230769230769
"476","111","1606","Caulerpa",5,"REM",0.016025641025641
"477","111","1606","Peyssonnelia",23,"REM",0.0737179487179487
"478","111","1606","Red_calc_mac",1,"REM",0.00320512820512821
"479","111","1606","Turf",160,"REM",0.512820512820513
"480","111","1609","CCA",123,"REM",0.394230769230769
"481","111","1609","Caulerpa",5,"REM",0.016025641025641
"482","111","1609","Peyssonnelia",23,"REM",0.0737179487179487
"483","111","1609","Red_calc_mac",1,"REM",0.00320512820512821
"484","111","1609","Turf",160,"REM",0.512820512820513
"485","111","1709","CCA",132,"REM",0.455172413793103
"486","111","1709","Corallimorph",1,"REM",0.00344827586206897
"487","111","1709","Halimeda",1,"REM",0.00344827586206897
"488","111","1709","P. damicornis",1,"REM",0.00344827586206897
"489","111","1709","Peyssonnelia",53,"REM",0.182758620689655
"490","111","1709","Turf",102,"REM",0.351724137931034
"491","111","1809","CCA",105,"REM",0.344262295081967
"492","111","1809","Corallimorph",3,"REM",0.00983606557377049
"493","111","1809","P. damicornis",3,"REM",0.00983606557377049
"494","111","1809","Peyssonnelia",12,"REM",0.039344262295082
"495","111","1809","Turf",182,"REM",0.59672131147541
"496","111","2019","CCA",118,"REM",0.418439716312057
"497","111","2019","Caulerpa",1,"REM",0.00354609929078014
"498","111","2019","Corallimorph",5,"REM",0.0177304964539007
"499","111","2019","Galaxaura",2,"REM",0.00709219858156028
"500","111","2019","Halimeda",1,"REM",0.00354609929078014
"501","111","2019","Lobophora",44,"REM",0.156028368794326
"502","111","2019","P. damicornis",3,"REM",0.0106382978723404
"503","111","2019","Peyssonnelia",29,"REM",0.102836879432624
"504","111","2019","Turf",79,"REM",0.280141843971631
"505","111","2020","CCA",185,"REM",0.560606060606061
"506","111","2020","Caulerpa",1,"REM",0.00303030303030303
"507","111","2020","Corallimorph",4,"REM",0.0121212121212121
"508","111","2020","Galaxaura",1,"REM",0.00303030303030303
"509","111","2020","Lobophora",13,"REM",0.0393939393939394
"510","111","2020","P. damicornis",20,"REM",0.0606060606060606
"511","111","2020","Peyssonnelia",30,"REM",0.0909090909090909
"512","111","2020","Turf",76,"REM",0.23030303030303
"513","111","2022","CCA",193,"REM",0.576119402985075
"514","111","2022","Corallimorph",8,"REM",0.0238805970149254
"515","111","2022","Halimeda",1,"REM",0.00298507462686567
"516","111","2022","Lobophora",9,"REM",0.026865671641791
"517","111","2022","P. damicornis",36,"REM",0.107462686567164
"518","111","2022","Peyssonnelia",47,"REM",0.140298507462687
"519","111","2022","Turf",41,"REM",0.122388059701493
"520","113","1408","CCA",1,"XSP",0.00409836065573771
"521","113","1408","Corallimorph",178,"XSP",0.729508196721312
"522","113","1408","Limestone",2,"XSP",0.00819672131147541
"523","113","1408","Peyssonnelia",9,"XSP",0.0368852459016393
"524","113","1408","Red_calc_mac",1,"XSP",0.00409836065573771
"525","113","1408","Sediment",1,"XSP",0.00409836065573771
"526","113","1408","Turf",52,"XSP",0.213114754098361
"527","113","1409","A. acuminata",1,"XSP",0.00383141762452107
"528","113","1409","Limestone",258,"XSP",0.988505747126437
"529","113","1409","M. capitata",1,"XSP",0.00383141762452107
"530","113","1409","P. damicornis",1,"XSP",0.00383141762452107
"531","113","1509","A. acuminata",4,"XSP",0.0129449838187702
"532","113","1509","CCA",92,"XSP",0.297734627831715
"533","113","1509","Caulerpa",6,"XSP",0.0194174757281553
"534","113","1509","Corallimorph",5,"XSP",0.0161812297734628
"535","113","1509","Dictyota",1,"XSP",0.00323624595469256
"536","113","1509","M. capitata",4,"XSP",0.0129449838187702
"537","113","1509","Peyssonnelia",9,"XSP",0.029126213592233
"538","113","1509","Turf",188,"XSP",0.608414239482201
"539","113","1510","A. acuminata",7,"XSP",0.0233333333333333
"540","113","1510","CCA",68,"XSP",0.226666666666667
"541","113","1510","Caulerpa",8,"XSP",0.0266666666666667
"542","113","1510","M. capitata",4,"XSP",0.0133333333333333
"543","113","1510","P. damicornis",2,"XSP",0.00666666666666667
"544","113","1510","Peyssonnelia",1,"XSP",0.00333333333333333
"545","113","1510","Red_calc_mac",1,"XSP",0.00333333333333333
"546","113","1510","Sediment",1,"XSP",0.00333333333333333
"547","113","1510","Turf",208,"XSP",0.693333333333333
"548","113","1606","A. acuminata",9,"XSP",0.0295081967213115
"549","113","1606","CCA",37,"XSP",0.121311475409836
"550","113","1606","Caulerpa",5,"XSP",0.0163934426229508
"551","113","1606","Corallimorph",1,"XSP",0.00327868852459016
"552","113","1606","M. capitata",4,"XSP",0.0131147540983607
"553","113","1606","P. damicornis",2,"XSP",0.00655737704918033
"554","113","1606","Peyssonnelia",9,"XSP",0.0295081967213115
"555","113","1606","Sediment",3,"XSP",0.00983606557377049
"556","113","1606","Turf",235,"XSP",0.770491803278688
"557","113","1609","A. acuminata",6,"XSP",0.0202020202020202
"558","113","1609","CCA",55,"XSP",0.185185185185185
"559","113","1609","Caulerpa",3,"XSP",0.0101010101010101
"560","113","1609","Galaxaura",1,"XSP",0.00336700336700337
"561","113","1609","M. capitata",4,"XSP",0.0134680134680135
"562","113","1609","P. damicornis",3,"XSP",0.0101010101010101
"563","113","1609","Peyssonnelia",3,"XSP",0.0101010101010101
"564","113","1609","Red_calc_mac",3,"XSP",0.0101010101010101
"565","113","1609","Turf",219,"XSP",0.737373737373737
"566","113","1709","A. acuminata",21,"XSP",0.0688524590163934
"567","113","1709","CCA",101,"XSP",0.331147540983607
"568","113","1709","Galaxaura",1,"XSP",0.00327868852459016
"569","113","1709","Lobophora",2,"XSP",0.00655737704918033
"570","113","1709","M. capitata",5,"XSP",0.0163934426229508
"571","113","1709","P. damicornis",3,"XSP",0.00983606557377049
"572","113","1709","Peyssonnelia",13,"XSP",0.0426229508196721
"573","113","1709","Turf",159,"XSP",0.521311475409836
"574","113","1809","A. acuminata",27,"XSP",0.0891089108910891
"575","113","1809","CCA",57,"XSP",0.188118811881188
"576","113","1809","M. capitata",4,"XSP",0.0132013201320132
"577","113","1809","P. damicornis",7,"XSP",0.0231023102310231
"578","113","1809","Peyssonnelia",20,"XSP",0.066006600660066
"579","113","1809","Turf",188,"XSP",0.62046204620462
"580","113","2019","A. acuminata",36,"XSP",0.113207547169811
"581","113","2019","CCA",123,"XSP",0.386792452830189
"582","113","2019","Caulerpa",6,"XSP",0.0188679245283019
"583","113","2019","Galaxaura",1,"XSP",0.00314465408805031
"584","113","2019","Lobophora",5,"XSP",0.0157232704402516
"585","113","2019","M. capitata",4,"XSP",0.0125786163522013
"586","113","2019","Montipora spp.",1,"XSP",0.00314465408805031
"587","113","2019","P. damicornis",10,"XSP",0.0314465408805031
"588","113","2019","Peyssonnelia",22,"XSP",0.0691823899371069
"589","113","2019","Pocillopora spp.",1,"XSP",0.00314465408805031
"590","113","2019","Turf",109,"XSP",0.342767295597484
"591","113","2021","A. acuminata",68,"XSP",0.272
"592","113","2021","CCA",56,"XSP",0.224
"593","113","2021","Corallimorph",2,"XSP",0.008
"594","113","2021","M. capitata",2,"XSP",0.008
"595","113","2021","P. damicornis",11,"XSP",0.044
"596","113","2021","Peyssonnelia",34,"XSP",0.136
"597","113","2021","Red fleshy macro",7,"XSP",0.028
"598","113","2021","Turf",70,"XSP",0.28
"599","115","1408","CCA",6,"BYSP",0.0213523131672598
"600","115","1408","Corallimorph",226,"BYSP",0.804270462633452
"601","115","1408","Limestone",4,"BYSP",0.0142348754448399
"602","115","1408","Peyssonnelia",2,"BYSP",0.00711743772241993
"603","115","1408","Sediment",4,"BYSP",0.0142348754448399
"604","115","1408","Turf",39,"BYSP",0.138790035587189
"605","115","1409","A. acuminata",4,"BYSP",0.0153256704980843
"606","115","1409","CCA",1,"BYSP",0.00383141762452107
"607","115","1409","Limestone",254,"BYSP",0.973180076628352
"608","115","1409","M. capitata",1,"BYSP",0.00383141762452107
"609","115","1409","P. damicornis",1,"BYSP",0.00383141762452107
"610","115","1509","A. acuminata",7,"BYSP",0.0246478873239437
"611","115","1509","CCA",77,"BYSP",0.27112676056338
"612","115","1509","Caulerpa",5,"BYSP",0.0176056338028169
"613","115","1509","Corallimorph",12,"BYSP",0.0422535211267606
"614","115","1509","P. damicornis",2,"BYSP",0.00704225352112676
"615","115","1509","Peyssonnelia",6,"BYSP",0.0211267605633803
"616","115","1509","Turf",175,"BYSP",0.616197183098592
"617","115","1510","A. acuminata",6,"BYSP",0.0188679245283019
"618","115","1510","CCA",66,"BYSP",0.207547169811321
"619","115","1510","Caulerpa",2,"BYSP",0.00628930817610063
"620","115","1510","M. capitata",1,"BYSP",0.00314465408805031
"621","115","1510","P. damicornis",1,"BYSP",0.00314465408805031
"622","115","1510","Peyssonnelia",2,"BYSP",0.00628930817610063
"623","115","1510","Sediment",5,"BYSP",0.0157232704402516
"624","115","1510","Turf",235,"BYSP",0.738993710691824
"625","115","1606","A. acuminata",5,"BYSP",0.0178571428571429
"626","115","1606","CCA",42,"BYSP",0.15
"627","115","1606","Caulerpa",4,"BYSP",0.0142857142857143
"628","115","1606","Corallimorph",2,"BYSP",0.00714285714285714
"629","115","1606","M. capitata",2,"BYSP",0.00714285714285714
"630","115","1606","P. damicornis",3,"BYSP",0.0107142857142857
"631","115","1606","Peyssonnelia",18,"BYSP",0.0642857142857143
"632","115","1606","Turf",204,"BYSP",0.728571428571429
"633","115","1609","A. acuminata",7,"BYSP",0.0245614035087719
"634","115","1609","CCA",61,"BYSP",0.214035087719298
"635","115","1609","Caulerpa",2,"BYSP",0.00701754385964912
"636","115","1609","Corallimorph",1,"BYSP",0.00350877192982456
"637","115","1609","Limestone",1,"BYSP",0.00350877192982456
"638","115","1609","M. capitata",2,"BYSP",0.00701754385964912
"639","115","1609","P. damicornis",1,"BYSP",0.00350877192982456
"640","115","1609","Peyssonnelia",25,"BYSP",0.087719298245614
"641","115","1609","Turf",185,"BYSP",0.649122807017544
"642","115","1709","A. acuminata",17,"BYSP",0.0600706713780919
"643","115","1709","CCA",59,"BYSP",0.208480565371025
"644","115","1709","Lobophora",1,"BYSP",0.00353356890459364
"645","115","1709","M. capitata",7,"BYSP",0.0247349823321555
"646","115","1709","P. damicornis",2,"BYSP",0.00706713780918728
"647","115","1709","Peyssonnelia",38,"BYSP",0.134275618374558
"648","115","1709","Turf",159,"BYSP",0.561837455830389
"649","115","1809","A. acuminata",29,"BYSP",0.0941558441558442
"650","115","1809","CCA",70,"BYSP",0.227272727272727
"651","115","1809","Corallimorph",1,"BYSP",0.00324675324675325
"652","115","1809","M. capitata",3,"BYSP",0.00974025974025974
"653","115","1809","P. damicornis",7,"BYSP",0.0227272727272727
"654","115","1809","Peyssonnelia",13,"BYSP",0.0422077922077922
"655","115","1809","Turf",185,"BYSP",0.600649350649351
"656","115","2019","A. acuminata",39,"BYSP",0.135416666666667
"657","115","2019","CCA",96,"BYSP",0.333333333333333
"658","115","2019","Caulerpa",3,"BYSP",0.0104166666666667
"659","115","2019","Lobophora",5,"BYSP",0.0173611111111111
"660","115","2019","M. capitata",5,"BYSP",0.0173611111111111
"661","115","2019","P. damicornis",11,"BYSP",0.0381944444444444
"662","115","2019","Peyssonnelia",9,"BYSP",0.03125
"663","115","2019","Pocillopora spp.",1,"BYSP",0.00347222222222222
"664","115","2019","Turf",119,"BYSP",0.413194444444444
"665","115","2020","A. acuminata",45,"BYSP",0.157894736842105
"666","115","2020","CCA",73,"BYSP",0.256140350877193
"667","115","2020","Corallimorph",2,"BYSP",0.00701754385964912
"668","115","2020","Lobophora",8,"BYSP",0.0280701754385965
"669","115","2020","M. capitata",5,"BYSP",0.0175438596491228
"670","115","2020","P. damicornis",12,"BYSP",0.0421052631578947
"671","115","2020","Peyssonnelia",10,"BYSP",0.0350877192982456
"672","115","2020","Sediment",3,"BYSP",0.0105263157894737
"673","115","2020","Turf",127,"BYSP",0.445614035087719
"674","115","2022","A. acuminata",58,"BYSP",0.21969696969697
"675","115","2022","CCA",57,"BYSP",0.215909090909091
"676","115","2022","Lobophora",6,"BYSP",0.0227272727272727
"677","115","2022","M. capitata",6,"BYSP",0.0227272727272727
"678","115","2022","P. damicornis",10,"BYSP",0.0378787878787879
"679","115","2022","Peyssonnelia",14,"BYSP",0.053030303030303
"680","115","2022","Sediment",2,"BYSP",0.00757575757575758
"681","115","2022","Turf",111,"BYSP",0.420454545454545
"682","117","1408","CCA",26,"RAN",0.0942028985507246
"683","117","1408","Corallimorph",149,"RAN",0.539855072463768
"684","117","1408","Limestone",6,"RAN",0.0217391304347826
"685","117","1408","Peyssonnelia",7,"RAN",0.0253623188405797
"686","117","1408","Red_calc_mac",3,"RAN",0.0108695652173913
"687","117","1408","Sediment",4,"RAN",0.0144927536231884
"688","117","1408","Turf",81,"RAN",0.293478260869565
"689","117","1409","A. acuminata",2,"RAN",0.00775193798449612
"690","117","1409","CCA",2,"RAN",0.00775193798449612
"691","117","1409","Limestone",250,"RAN",0.968992248062015
"692","117","1409","P. damicornis",1,"RAN",0.00387596899224806
"693","117","1409","Peyssonnelia",3,"RAN",0.0116279069767442
"694","117","1509","A. acuminata",3,"RAN",0.0104166666666667
"695","117","1509","CCA",79,"RAN",0.274305555555556
"696","117","1509","Caulerpa",11,"RAN",0.0381944444444444
"697","117","1509","Corallimorph",2,"RAN",0.00694444444444444
"698","117","1509","Lobophora",3,"RAN",0.0104166666666667
"699","117","1509","M. capitata",3,"RAN",0.0104166666666667
"700","117","1509","Peyssonnelia",3,"RAN",0.0104166666666667
"701","117","1509","Red_calc_mac",2,"RAN",0.00694444444444444
"702","117","1509","Sediment",1,"RAN",0.00347222222222222
"703","117","1509","Turf",181,"RAN",0.628472222222222
"704","117","1510","A. acuminata",6,"RAN",0.0202702702702703
"705","117","1510","CCA",51,"RAN",0.172297297297297
"706","117","1510","Caulerpa",10,"RAN",0.0337837837837838
"707","117","1510","Lobophora",1,"RAN",0.00337837837837838
"708","117","1510","M. capitata",1,"RAN",0.00337837837837838
"709","117","1510","P. damicornis",2,"RAN",0.00675675675675676
"710","117","1510","Peyssonnelia",1,"RAN",0.00337837837837838
"711","117","1510","Red_calc_mac",4,"RAN",0.0135135135135135
"712","117","1510","Sediment",1,"RAN",0.00337837837837838
"713","117","1510","Turf",219,"RAN",0.739864864864865
"714","117","1606","A. acuminata",8,"RAN",0.0275862068965517
"715","117","1606","CCA",46,"RAN",0.158620689655172
"716","117","1606","Caulerpa",2,"RAN",0.00689655172413793
"717","117","1606","Galaxaura",1,"RAN",0.00344827586206897
"718","117","1606","Lobophora",1,"RAN",0.00344827586206897
"719","117","1606","M. capitata",3,"RAN",0.0103448275862069
"720","117","1606","P. damicornis",2,"RAN",0.00689655172413793
"721","117","1606","Peyssonnelia",5,"RAN",0.0172413793103448
"722","117","1606","Red_calc_mac",7,"RAN",0.0241379310344828
"723","117","1606","Turf",215,"RAN",0.741379310344828
"724","117","1609","A. acuminata",10,"RAN",0.0337837837837838
"725","117","1609","CCA",52,"RAN",0.175675675675676
"726","117","1609","Caulerpa",2,"RAN",0.00675675675675676
"727","117","1609","Galaxaura",1,"RAN",0.00337837837837838
"728","117","1609","M. capitata",6,"RAN",0.0202702702702703
"729","117","1609","P. damicornis",1,"RAN",0.00337837837837838
"730","117","1609","Peyssonnelia",11,"RAN",0.0371621621621622
"731","117","1609","Red_calc_mac",4,"RAN",0.0135135135135135
"732","117","1609","Sediment",2,"RAN",0.00675675675675676
"733","117","1609","Turf",207,"RAN",0.699324324324324
"734","117","1709","A. acuminata",11,"RAN",0.0371621621621622
"735","117","1709","CCA",84,"RAN",0.283783783783784
"736","117","1709","Galaxaura",4,"RAN",0.0135135135135135
"737","117","1709","M. capitata",6,"RAN",0.0202702702702703
"738","117","1709","P. damicornis",3,"RAN",0.0101351351351351
"739","117","1709","Peyssonnelia",28,"RAN",0.0945945945945946
"740","117","1709","Turf",160,"RAN",0.540540540540541
"741","117","1809","A. acuminata",15,"RAN",0.0495049504950495
"742","117","1809","CCA",50,"RAN",0.165016501650165
"743","117","1809","Corallimorph",1,"RAN",0.0033003300330033
"744","117","1809","M. capitata",7,"RAN",0.0231023102310231
"745","117","1809","P. damicornis",11,"RAN",0.0363036303630363
"746","117","1809","Peyssonnelia",14,"RAN",0.0462046204620462
"747","117","1809","Turf",205,"RAN",0.676567656765677
"748","117","2019","A. acuminata",24,"RAN",0.0967741935483871
"749","117","2019","CCA",97,"RAN",0.391129032258065
"750","117","2019","Caulerpa",6,"RAN",0.0241935483870968
"751","117","2019","Corallimorph",1,"RAN",0.00403225806451613
"752","117","2019","Lobophora",1,"RAN",0.00403225806451613
"753","117","2019","M. capitata",7,"RAN",0.0282258064516129
"754","117","2019","P. damicornis",6,"RAN",0.0241935483870968
"755","117","2019","Peyssonnelia",24,"RAN",0.0967741935483871
"756","117","2019","Pocillopora spp.",1,"RAN",0.00403225806451613
"757","117","2019","Turf",81,"RAN",0.326612903225806
"758","117","2021","A. acuminata",33,"RAN",0.15
"759","117","2021","CCA",75,"RAN",0.340909090909091
"760","117","2021","Corallimorph",1,"RAN",0.00454545454545455
"761","117","2021","M. capitata",5,"RAN",0.0227272727272727
"762","117","2021","P. damicornis",13,"RAN",0.0590909090909091
"763","117","2021","Peyssonnelia",39,"RAN",0.177272727272727
"764","117","2021","Red fleshy macro",8,"RAN",0.0363636363636364
"765","117","2021","Turf",46,"RAN",0.209090909090909
"766","119","1409","Corallimorph",215,"CON",0.853174603174603
"767","119","1409","Limestone",18,"CON",0.0714285714285714
"768","119","1409","Porites massive",4,"CON",0.0158730158730159
"769","119","1409","Turf",15,"CON",0.0595238095238095
"770","119","1509","CCA",18,"CON",0.056782334384858
"771","119","1509","Caulerpa",1,"CON",0.00315457413249211
"772","119","1509","Corallimorph",52,"CON",0.16403785488959
"773","119","1509","Peyssonnelia",2,"CON",0.00630914826498423
"774","119","1509","Porites massive",5,"CON",0.0157728706624606
"775","119","1509","Red_calc_mac",25,"CON",0.0788643533123028
"776","119","1509","Sediment",9,"CON",0.028391167192429
"777","119","1509","Turf",205,"CON",0.646687697160883
"778","119","1510","CCA",18,"CON",0.056782334384858
"779","119","1510","Caulerpa",1,"CON",0.00315457413249211
"780","119","1510","Corallimorph",52,"CON",0.16403785488959
"781","119","1510","Peyssonnelia",2,"CON",0.00630914826498423
"782","119","1510","Porites massive",5,"CON",0.0157728706624606
"783","119","1510","Red_calc_mac",25,"CON",0.0788643533123028
"784","119","1510","Sediment",9,"CON",0.028391167192429
"785","119","1510","Turf",205,"CON",0.646687697160883
"786","119","1606","CCA",23,"CON",0.0732484076433121
"787","119","1606","Corallimorph",50,"CON",0.159235668789809
"788","119","1606","Peyssonnelia",1,"CON",0.00318471337579618
"789","119","1606","Porites massive",6,"CON",0.0191082802547771
"790","119","1606","Red_calc_mac",25,"CON",0.0796178343949045
"791","119","1606","Sediment",6,"CON",0.0191082802547771
"792","119","1606","Turf",203,"CON",0.646496815286624
"793","119","1609","CCA",33,"CON",0.105769230769231
"794","119","1609","Caulerpa",2,"CON",0.00641025641025641
"795","119","1609","Corallimorph",11,"CON",0.0352564102564103
"796","119","1609","Porites massive",4,"CON",0.0128205128205128
"797","119","1609","Red_calc_mac",22,"CON",0.0705128205128205
"798","119","1609","Sediment",1,"CON",0.00320512820512821
"799","119","1609","Turf",239,"CON",0.766025641025641
"800","119","1709","CCA",120,"CON",0.382165605095541
"801","119","1709","Lobophora",1,"CON",0.00318471337579618
"802","119","1709","Peyssonnelia",20,"CON",0.0636942675159236
"803","119","1709","Porites massive",6,"CON",0.0191082802547771
"804","119","1709","Red_calc_mac",1,"CON",0.00318471337579618
"805","119","1709","Sediment",2,"CON",0.00636942675159236
"806","119","1709","Turf",164,"CON",0.522292993630573
"807","119","1809","CCA",94,"CON",0.326388888888889
"808","119","1809","Peyssonnelia",12,"CON",0.0416666666666667
"809","119","1809","Pocillopora spp.",1,"CON",0.00347222222222222
"810","119","1809","Porites massive",6,"CON",0.0208333333333333
"811","119","1809","Sediment",2,"CON",0.00694444444444444
"812","119","1809","Turf",173,"CON",0.600694444444444
"813","119","2019","CCA",113,"CON",0.2825
"814","119","2019","Caulerpa",14,"CON",0.035
"815","119","2019","Corallimorph",1,"CON",0.0025
"816","119","2019","Galaxaura",1,"CON",0.0025
"817","119","2019","Halimeda",1,"CON",0.0025
"818","119","2019","Lobophora",19,"CON",0.0475
"819","119","2019","P. damicornis",1,"CON",0.0025
"820","119","2019","Peyssonnelia",15,"CON",0.0375
"821","119","2019","Pocillopora spp.",6,"CON",0.015
"822","119","2019","Porites massive",14,"CON",0.035
"823","119","2019","Turf",215,"CON",0.5375
"824","119","2020","CCA",123,"CON",0.321989528795811
"825","119","2020","Corallimorph",1,"CON",0.00261780104712042
"826","119","2020","Galaxaura",1,"CON",0.00261780104712042
"827","119","2020","Halimeda",1,"CON",0.00261780104712042
"828","119","2020","Lobophora",20,"CON",0.0523560209424084
"829","119","2020","P. damicornis",15,"CON",0.0392670157068063
"830","119","2020","Peyssonnelia",13,"CON",0.0340314136125654
"831","119","2020","Pocillopora spp.",4,"CON",0.0104712041884817
"832","119","2020","Porites massive",21,"CON",0.0549738219895288
"833","119","2020","Turf",183,"CON",0.479057591623037
"834","119","2022","CCA",128,"CON",0.349726775956284
"835","119","2022","Corallimorph",1,"CON",0.00273224043715847
"836","119","2022","Galaxaura",4,"CON",0.0109289617486339
"837","119","2022","Halimeda",1,"CON",0.00273224043715847
"838","119","2022","Lobophora",26,"CON",0.0710382513661202
"839","119","2022","Montipora spp.",1,"CON",0.00273224043715847
"840","119","2022","P. damicornis",19,"CON",0.0519125683060109
"841","119","2022","Peyssonnelia",24,"CON",0.0655737704918033
"842","119","2022","Pocillopora spp.",4,"CON",0.0109289617486339
"843","119","2022","Porites massive",34,"CON",0.092896174863388
"844","119","2022","Sediment",6,"CON",0.0163934426229508
"845","119","2022","Turf",118,"CON",0.322404371584699
"846","121","1409","Corallimorph",209,"CON",0.754512635379061
"847","121","1409","Limestone",18,"CON",0.0649819494584837
"848","121","1409","Peyssonnelia",4,"CON",0.0144404332129964
"849","121","1409","Turf",46,"CON",0.166064981949458
"850","121","1509","CCA",26,"CON",0.0828025477707006
"851","121","1509","Caulerpa",1,"CON",0.00318471337579618
"852","121","1509","Corallimorph",116,"CON",0.369426751592357
"853","121","1509","Dictyota",1,"CON",0.00318471337579618
"854","121","1509","Limestone",1,"CON",0.00318471337579618
"855","121","1509","Lobophora",1,"CON",0.00318471337579618
"856","121","1509","Peyssonnelia",2,"CON",0.00636942675159236
"857","121","1509","Red_calc_mac",4,"CON",0.0127388535031847
"858","121","1509","Sediment",3,"CON",0.00955414012738853
"859","121","1509","Turf",159,"CON",0.506369426751592
"860","121","1510","CCA",26,"CON",0.0828025477707006
"861","121","1510","Caulerpa",1,"CON",0.00318471337579618
"862","121","1510","Corallimorph",116,"CON",0.369426751592357
"863","121","1510","Dictyota",1,"CON",0.00318471337579618
"864","121","1510","Limestone",1,"CON",0.00318471337579618
"865","121","1510","Lobophora",1,"CON",0.00318471337579618
"866","121","1510","Peyssonnelia",2,"CON",0.00636942675159236
"867","121","1510","Red_calc_mac",4,"CON",0.0127388535031847
"868","121","1510","Sediment",3,"CON",0.00955414012738853
"869","121","1510","Turf",159,"CON",0.506369426751592
"870","121","1606","CCA",38,"CON",0.138181818181818
"871","121","1606","Caulerpa",1,"CON",0.00363636363636364
"872","121","1606","Corallimorph",31,"CON",0.112727272727273
"873","121","1606","Peyssonnelia",5,"CON",0.0181818181818182
"874","121","1606","Red_calc_mac",15,"CON",0.0545454545454545
"875","121","1606","Sediment",2,"CON",0.00727272727272727
"876","121","1606","Turf",183,"CON",0.665454545454545
"877","121","1609","CCA",31,"CON",0.0990415335463259
"878","121","1609","Caulerpa",2,"CON",0.00638977635782748
"879","121","1609","Corallimorph",21,"CON",0.0670926517571885
"880","121","1609","Peyssonnelia",3,"CON",0.00958466453674121
"881","121","1609","Red_calc_mac",7,"CON",0.0223642172523962
"882","121","1609","Sediment",1,"CON",0.00319488817891374
"883","121","1609","Turf",248,"CON",0.792332268370607
"884","121","1709","CCA",156,"CON",0.503225806451613
"885","121","1709","Corallimorph",1,"CON",0.0032258064516129
"886","121","1709","Halimeda",1,"CON",0.0032258064516129
"887","121","1709","Lobophora",2,"CON",0.00645161290322581
"888","121","1709","P. damicornis",1,"CON",0.0032258064516129
"889","121","1709","Peyssonnelia",29,"CON",0.0935483870967742
"890","121","1709","Turf",120,"CON",0.387096774193548
"891","121","1809","CCA",110,"CON",0.363036303630363
"892","121","1809","Corallimorph",2,"CON",0.0066006600660066
"893","121","1809","P. damicornis",4,"CON",0.0132013201320132
"894","121","1809","Peyssonnelia",8,"CON",0.0264026402640264
"895","121","1809","Turf",179,"CON",0.590759075907591
"896","121","2019","CCA",139,"CON",0.454248366013072
"897","121","2019","Caulerpa",6,"CON",0.0196078431372549
"898","121","2019","Lobophora",22,"CON",0.0718954248366013
"899","121","2019","P. damicornis",2,"CON",0.0065359477124183
"900","121","2019","Peyssonnelia",14,"CON",0.0457516339869281
"901","121","2019","Pocillopora spp.",1,"CON",0.00326797385620915
"902","121","2019","Turf",122,"CON",0.398692810457516
"903","121","2021","CCA",107,"CON",0.374125874125874
"904","121","2021","Corallimorph",1,"CON",0.0034965034965035
"905","121","2021","Halimeda",3,"CON",0.0104895104895105
"906","121","2021","Lobophora",14,"CON",0.048951048951049
"907","121","2021","P. damicornis",18,"CON",0.0629370629370629
"908","121","2021","Peyssonnelia",32,"CON",0.111888111888112
"909","121","2021","Sediment",5,"CON",0.0174825174825175
"910","121","2021","Turf",106,"CON",0.370629370629371
"911","123","1408","CCA",2,"XSP",0.00769230769230769
"912","123","1408","Corallimorph",181,"XSP",0.696153846153846
"913","123","1408","Limestone",7,"XSP",0.0269230769230769
"914","123","1408","Sediment",11,"XSP",0.0423076923076923
"915","123","1408","Turf",59,"XSP",0.226923076923077
"916","123","1409","A. acuminata",1,"XSP",0.00386100386100386
"917","123","1409","Limestone",252,"XSP",0.972972972972973
"918","123","1409","M. capitata",1,"XSP",0.00386100386100386
"919","123","1409","P. damicornis",2,"XSP",0.00772200772200772
"920","123","1409","Sediment",3,"XSP",0.0115830115830116
"921","123","1509","A. acuminata",6,"XSP",0.0202702702702703
"922","123","1509","CCA",32,"XSP",0.108108108108108
"923","123","1509","Caulerpa",5,"XSP",0.0168918918918919
"924","123","1509","M. capitata",2,"XSP",0.00675675675675676
"925","123","1509","P. damicornis",1,"XSP",0.00337837837837838
"926","123","1509","Peyssonnelia",7,"XSP",0.0236486486486486
"927","123","1509","Red_calc_mac",4,"XSP",0.0135135135135135
"928","123","1509","Sediment",8,"XSP",0.027027027027027
"929","123","1509","Turf",231,"XSP",0.780405405405405
"930","123","1510","A. acuminata",9,"XSP",0.0301003344481605
"931","123","1510","CCA",26,"XSP",0.0869565217391304
