101,3,0,5,1,1,3,3,5,65,5,5,5,5,14,5,5,5,5,5,5,5,1,14,1,4,1,1,1,5,5,5,4,5,1,5,5,1,1,1,1,5,1,1,1,5,5,1,1,4,4,3,4,1,5,1,1,4,4,5,5,1,1,1,1,3,4,1,1,1,1,5,3,5,1,1,1,5,5,5,5,1,1,1,5,65,5,5,1,5,4,1,1,5,1,5,4,0,1,4,5,4,5,1,3,5,5,5,5,5,5,1,1,5,5,4,65,5,5,5,1,5,5,5,5,1,5,5,3,3,65,5,1,5,5,5,4,4,1,4,1,1,1,1,1,5,5,1,3,5,5,5,5,159,3,1,4,1,1,4,5,5,1,14,1,5,3,1,4,65,3,5,1,1,4,5,14,1,4,5,1,5,5,1,5,3,5,5,159,1,5,5,5,1,4,1,1,1,1,14,1,5,5,5,5,4,5,5,1,4,1,5,4,65,5,1,1,5,1,1,4,5,3,1,1,1,5,4,1,1,1,5,1,5,1,1,1,4,5,1,5,159,1,159,1,5,1,65,5,65,5,5,5,5,3,5,1,14,5,5,5,5,28,1,5,3,5,5,65,5,4,5,5,5,5,5,1,1,1,14,4,4,1,5,1,5,5,1,65,1,14,5,3,1,4,65,1,159,65,65,51,51,5,5,5,65,51,5,5,5,65,5,5,5,5,1,65,3,5,1,1,4,5,1,1,1,1,5,1,3,1,14,5,3,159,5,3,3,1,1,5,65,5,1,1,5,5,5,1,1,5,14,1,1,1,1,1,5,1,5,1,1,5,5,5,5,1,1,5,1,5,1,1,5,3,1,1,14,3,1,1,5,5,1,5,1,1,1,1,1,5,5,14,1,1,5,5,3,3,5,65,65,5,1,5,5,3,5,5,5,5,5,5,1,8,5,3,1,1,5,1
103,1,3,5,1,1,3,1,1,5,5,5,1,5,1,65,1,5,1,1,1,5,5,5,5,1,65,4,4,5,5,41,1,65,5,5,5,4,4,1,1,4,1,1,4,5,5,5,5,14,14,5,1,5,41,3,1,5,41,1,5,41,41,4,4,5,1,1,41,1,1,5,5,5,41,41,41,5,4,1,1,3,41,5,1,5,5,3,3,1,5,65,5,3,5,4,5,1,1,1,5,1,1,1,5,1,1,3,41,1,1,1,65,5,5,3,1,1,1,1,1,3,1,5,1,1,1,1,5,1,1,1,1,1,1,5,41,45,1,1,5,1,1,5,1,1,41,41,44,14,41,41,44,4,1,1,14,5,41,41,1,1,1,1,1,1,41,1,5,1,1,1,1,41,41,41,1,5,1,4,1,1,5,1,65,5,1,5,5,5,5,5,5,14,5,1,1,5,1,5,1,5,5,41,1,5,3,1,14,4,5,1,5,1,1,5,5,1,5,5,5,1,1,1,1,1,1,5,5,1,3,1,3,3,5,1,3,3,3,4,5,5,5,3,1,1,1,5,1,1,1,1,5,1,1,5,1,5,5,5,1,1,1,5,1,5,1,5,5,1,1,1,1,65,14,45,7,4,1,1,45,1,1,1,1,4,1,1,5,1,5,1,1,1,1,5,1,5,1,41,41,65,1,41,41,1,1,41,41,41,1,1,1,1,41,1,159,1,1,41,1,1,1,45,41,41,41,41,41,41,1,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1,65,1,5,5,1,1,1,7,5,1,5,5,1,5,5,5,5,5,1,5,5,1,65,5,1,1,5,44,4,5,7,5,4,65,1,1,5,14,1,44,1,1,1,5,5,1,44,5,44,1,5,1,1,1,1,1,1,44,14,1,1,1,5,44,5,0,1,5,1,1,1,1,1,1,5,1,1,1,5,5,1,5,1,1,44,13,1,5,1,1,1,1,1,4,5,1,4,44,7,5,14,4,1,1,5,1,7,4,1,7,1,1,1,1,5,5,1,1,5,5,1,5,14,1,1,1,1,41,41,1,5,1,1,41,1,1,41,1,1,41,41,44,1,5,41,41,41,44,5,5,41,41,41,5,5,41,41,41,1,1,5,5,5,5,1,5,65,5,1,5,5,5,7,5,5,65,5,5,5,5,5,7,1,7,1,5,5,5,5,4,5,7,4,5,1,5,5,5,1,1,5,1,4,1,5,1,4,45,45,1,1,1,5,14,1,4,1,1,1,5,3,5,1,4,5,1,5,1,7,5,41,1,1,41,41,41,5,1,1,5,5,5,4,41,41,41,41,41,1,41,41,1,41,41,41,41,41,1,1,1,41,1,1,41,41,41,41,41,1,41,41,41,41,41,41,4,1,1,44,5,1,1,5,1,1,1,4,5,1,41,41,41,1,1,5,1,1,4,1,45,1,1,5,1,41,41,41,41,1,41,41,1,1,4,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1,1,1,5,1,1,1,1,5,5,1,65,65,3,1,1,4,1,5,1,1,5,5,1,1,65,3,5,1,5,1,5,65,1,1,5,5,1,65,1,1,4,1,44,1,14,65,1,41,1,5,41,5,159,41,1,1,1,1,1,1,5,1,65,1,1,1,41,41,1,65,1,1,1,41,41,1,41,41,1,41,41,41,41,41,5,1,159,1,159,1,41,41,7,65,65,3,41,41,41,41,41,1,41,41,1,159,5,1,5,4,5,41,41,1,5,1,5,41,1,41,41,41,3,41,41,41,41,41,41,1,41,41,41,1,65,1,41,41,1,41,5,5,1,1,41,41,65,65,41,41,41,41,1,41,41,1,1,41,1,1,65,5,41,65,1,1,1,65,5,65,1,5,5,1,44,5,41,1,1,1,5,5,1,41,65,1,5,1,1,41,41,1,1,5,1,5,1,44,5,5,5,41,1,5,41,1,5,5,1,1,1,3,5,5,5,3,41,5,5,5,5,5,5,65,5,5,5,1,1,5,5,5,5,5,5,5,41,1,5,1,5,1,41,5,1,1,5,5,5,1,1,1,1,7,5,0,3,5,3,1,1,1,1,5,1,7,5,5,5,5,5,7,5,5,5,1,1,5,1,68,65,4,1,4,1,1,1,65,41,41,1,41,5,1,5,41,41,41,3,5,1,41,41,1,41,1,5,5,1,4,1,70,5,5,1,5,5,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,41,41,41,5,4,1,7,5,5,1,5,1,1,1,45,1,5,65,5,1,4,1,5,5,5,5,1,5,1,1,1,1,159,41,5,5,0,1,1,1,1,1,1,65,5,1,1,41,41,41,1,1,1,3,4,1,1,3,1,41,41,41,41,5,14,5,5,1,1,1,5,14,5,5,1,5,5,41,41,1,41,5,1,1,5,4,5,1,1,1,14,1,14,4,1,1,4,1,5,5,1,3,1,1,1,5,4,65,5,1,5,1,1,5,5,1,1,5,1,1,1,5,5,1,3,3,1,5,1,5,5,5,1,5,1,4,5,5,4,1,1,14,1,5,1,5,4,14,1,1,41,5,14,65,65,41,41,41,14,70,1,1,41,41,41,41,1,41,1,41,1,1,41,41,41,41,1,1,41,41,41,1,1,41,41,41,41,1,41,41,41,41,1,1,41,41,41,1,65,1,1,5,41,1,1,1,1,41,41,1,1,70,1,4,1,1,5,1,1,5,1,1,1,1,5,5,1,41,41,41,5,4,1,5,5,5,1,1,1,5,1,4,4,5,1,1,1,5,1,1,5,1,5,5,7,3,1,70,5,5,4,5,1,5,1,1,1,5,1,41,1,5,1,1,5,3,41,41,5,1,1,5,1,1,1,5,4,1,70,1,1,5,5,1,1,5,1,1,5,1,1,41,41,1,1,5,5,5,1,1,1,1,5,65,1,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5,5,5,3,3,7,3,28,28,3,3,1,3,3,5,3,7,65,3,3,1,173,1,5,4,3,5,159,5,5,5,1,4,1,3,5,5,3,5,4,5,3,3,3,3,5,3,4,5,5,1,1,5,1,1,1,3,4,5,5,7,3,3,3,5,4,1,4,3,3,5,5,1,3,4,1,4,5,1,14,5,5,3,5,5,5,5,5,3,4,1,1,5,5,5,5,5,5,1,5,5,5,3,4,1,1,1,5,1,1,5,1,1,5,3,1,4,1,1,1,1,1,3,3,1,5,1,7,4,3,5,5,1,5,5,3,5,8,5,1,5,3,1,5,5,4,5,4,4,5,1,1,1,1,5,7,5,5,3,4,5,5,1,5,5,5,5,1,1,5,3,5,4,4,5,5,5,4,5,5,5,5,5,1,5,65,3,3,5,5,5,5,4,3,5,1,1,5,3,65,5,1,5,5,4,5,1,1,5,5,5,1,1,1,5,5,4,5,5,5,5,5,159,4,5,1,3,4,1,5,5,1,7,5,3,5,5,1,5,5,3,1,1,5,5,5,1,1,4,1,1,159,159,1,1,1,1,1,4,1,1,5,1,1,1,1,1,1,5,1,5,1,3,5,1,1,1,4,5,159,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5,1,5,1,1,5,1,5,5,5,5,5,1,1,5,5,5,1,5,5,5,4,5,1,1,5,5,4,1,65,5,5,65,5,4,41,5,5,14,5,1,65,5,5,5,14,3,5,5,4,5,5,5,5,4,1,1,1,5,4,4,5,65,1,1,5,7,28,3,5,1,7,7,1,5,1,1,65,4,5,5,5,5,5,1,5,4,5,4,4,5,1,5,1,6,1,5,1,1,5,5,5,5,5,1,4,14,5,5,1,1,5,5,1,5,1,1,5,5,3,41,41,41,5,45,1,0,1,41,41,1,41,14,1,5,1,41,41,41,41,1,45,14,65,1,5,1,1,41,1,1,5,5,5,41,41,41,1,1,65,7,5,3,1,5,1,5,65,1,4,1,5,3,5,1,5,41,41,5,1,5,65,1,4,5,41,41,41,41,5,1,1,5,41,41,41,5,5,1,1,5,4,41,41,4,1,1,5,5,1,5,1,5,4,5,1,4,5,41,70,5,51,41,5,5,41,1,5,5,41,5,5,1,1,1,41,1,1,41,1,1,5,1,1,1,41,1,1,1,1,65,1,1,41,5,1,1,14,5,5,1,5,1,45,41,5,5,4,1,5,4,1,1,1,5,5,1,5,5,1,5,1,1,1,1,5,1,1,1,1,1,4,1,5,1,1,1,44,1,5,5,1,1,1,1,4,41,5,5,5,7,5,5,5,5,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5,1,5,1,5,5,5,1,5,5,45,5,5,5,1,1,1,1,5,1,65,5,45,1,7,5,1,5,5,5,1,5,1,1,5,1,5,14,4,14,4,1,5,45,5,5,5,1,1,1,1,1,5,1,1,1,5,65,7,1,5,5,4,5,1,1,1,5,7,70,45,45,5,1,1,1,1,41,1,5,1,41,41,1,3,5,5,1,5,1,1,1,1,1,65,1,1,41,1,1,5,1,5,5,5,5,5,1,1,1,1,41,41,65,41,3,1,41,41,65,41,5,1,41,41,41,41,41,41,41,41,41,1,41,41,41,1,1,41,41,41,41,5,65,5,5,5,5,1,0,1,3,5,5,1,1,0,5,65,3,5,1,5,1,5,1,1,5,1,1,14,5,1,1,65,1,5,5,5,1,1,1,5,1,5,5,5,4,4,1,7,5,5,1,5,1,5,1,1,1,7,7,5,1,1,5,5,1,41,1,5,5,41,5,41,65,4,5,1,1,5,1,5,5,1,5,1,5,65,4,1,5,1,41,41,1,5,1,1,1,5,65,5,1,1,41,5,1,1,41,41,41,5,1,1,1,1,41,41,5,1,1,1,1,4,5,4,5,5,5,1,41,1,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,1,1,1,5,5,5,5,4,1,14,41,5,65,65,1,41,4,4,5,4,1,4,7,5,5,5,1,1,1,5,1,41,41,4,41,5,5,0,0,5,5,1,5,5,5,5,1,5,5,65,5,1,1,45,1,1,1,1,1,1,5,5,1,1,41,41,1,1,5,41,41,5,1,5,4,4,45,1,41,5,1,41,41,5,1,41,5,5,65,45,1,5,65,5,45,4,1,4,4,1,4,5,5,5,1,5,46,5,14,14,5,5,1,1,1,5,5,5,1,5,4,1,1,1,5,5,5,5,5,5,5,5,5,4,1,4,5,5,5,5,5,4,5,5,5,5,5,1,1,5,4,5,5,1,4,3,1,65,5,1,4,5,1,1,1,1,1,1,5,45,159,1,5,5,5,1,5,5,14,5,5,1,1,4,1,1,5,5,70,5,5,45,14,1,1,5,5,1,5,1,5,4,5,5,5,41,1,1,5,41,1,41,4,1,1,41,1,5,5,41,1,41,41,1,5,41,41,41,41,1,1,5,1,5,1,4,4,1,1,1,14,1,1,5,5,5,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5,1,1,5,87,1,1,87,87,1,1,1,1,1,87,87,1,1,1,1,1,87,1,5,1,1,1,5,1,1,1,5,1,1,5,1,1,1,1,1,1,1,87,1,1,1,7,5,5,3,1,5,5,1,5,5,1,1,1,14,1,1,14,1,1,1,1,1,1,1,5,5,1,5,5,1,3,1,4,5,1,70,1,1,1,1,1,3,5,1,1,1,65,1,1,1,1,1,1,1,1,1,3,5,5,5,1,1,1,5,5,1,5,1,1,1,5,1,1,5,7,1,5,14,1,4,1,1,1,1,1,5,1,1,1,14,1,5,3,1,14,1,1,14,1,1,7,1,1,1,1,1,1,1,5,5,5,1,7,1,1,1,1,1,1,1,1,1,4,5,4,5,1,5,5,70,5,1,1,5,1,1,14,1,3,1,1,5,1,1,5,3,5,5,3,5,5,3,3,1,1,5,5,3,5,1,5,3,1,1,5,1,1,3,1,1,4,1,5,4,1,5,5,87,1,1,5,5,1,87,87,87,70,1,14,28,87,87,70,70,70,4,4,87,4,5,1,5,5,5,5,4,4,3,5,5,5,1,1,1,1,5,5,5,1,5,5,5,5,5,5,3,3,1,1,1,3,1,5,159,5,1,5,1,5,1,1,1,1,5,5,1,7,1,5,4,1,4,1,1,5,1,1,5,7,1,5,5,1,1,1,14,1,5,1,1,1,5,1,1,1,5,1,5,1,1,1,1,1,1,1,1,5,1,1,1,5,1,3,5,5,5,5,1,1,5,14,1,1,1,5,1,14,5,1,1,4,5,1,1,1,5,5,1,1,1,1,1,1,5,1,1,1,0,5,1,1,5,1,4,0,3,8,5,5,14,14,14,1,1,5,1,1,5,1,1,1,1,5,1,1,5,,,,,,,,,,,,,,,,,,
